id	author name	title catalog	vols	pub date	pub location
440220	Fielding, Henry	The life of Mr. Jonathan Wild the great ... /  by Henry Fielding, Esq;	1	1754	London
440221		The History of Miss Katty N---- : containing a faithful and particular relation of her amours, adventures, and various turns of fortune, in Scotland, Ireland, Jamaica, and in England  written by herself.	1		London
440222	Leprince de Beaumont	The history of a young lady of distinction : in a series of letters : in two volumes.	1	1754	London
440223		The  memoirs of a young lady of quality, a platonist.	3	1756	London
440224		The  memoirs of a young lady of quality, a platonist.	3	1756	London
440225	Defoe, Daniel	The history of the great plague in London, in the year 1665 : Containing observations and memorials of the most remarkable occurrences both public and private, that happened during that dreadful period / by a citizen, who lived the whole time in London ; To which is added, A journal of the plague at Marseilles, in the year 1720.	1	1754	London
440226	Smythies	The history of Lucy Wellers. Written by a lady.	2	1754	London
440227	Shebbeare, John	Lydia, or, Filial piety : a novel / by the author of The marriage-act, a novel, and Letters on the English nation.	4	1755	London
440228	Shebbeare, John	Lydia, or Filial piety: A novel / By the author of The marriage-act, a novel, and Letters on the English nation.	4	1755	London
440230	Mackenzie, Henry	The man of feeling by Henry Mackenzie	1	1800	Berwick
440231	Mouhy, Charles de Fieux	The fortunate country maid. Being the entertaining memoirs of the present celebrated Marchioness of L--- V--- ... From the French of the Chevalier de Mouhy ...	1	1758	London
440232	Shebbeare, John	The marriage act : a novel, in which the ruin of female honour, the contempt of the clergy, the destruction of private and public liberty, with other fatal consequences are considered : in a series of interesting adventures.	2	1754	London
440233		Modern characters : illustrated by histories in real life, and address\\\'d to the polite world.	2	1753	London
440234	Kimber, Edward	The history of the life and adventures of Mr. Anderson :  containing his strange varieties of fortune in Europe and America : compiled from his own papers.	1	1754	London
440235	Tessin, Carl Gustaf	Letters from an old man to a young prince, with the answers Translated from the Swedish ; to which are prefixed those of Her present Majesty to her son, with the translations : in two volumes.	2	1756	London
440236		Memoirs of an Oxford scholar :  containing his amour with the beauriful Miss L-, of Essex, and interspers\\\'d with several entertaining incidents /  written by Himself	1	1756	London
440237		The History of Polly Willis, an orphan.	1	1755	London
440238		The prater By Nicholas Babble, esq.	1	1752	London
440239	Garfigny,	Letters of Princess Zilia to Prince Aza of Peru / Newly translated from the French original. By James Seguinn, teacher of the French tongue in Hereford. translated from the French original by James Seguin	1	1775	London
440240	Gardiner, Richard	The history of Pudica, a lady of N-rf-lk :  with an account of her five lovers, viz. Dick Merryfellow, Count Antiquary, young \\\'Squire Fog, of Dumplin-Hall, Jack Shadwell, of the Lodge, and Miles Dinglebob, of Popgun-hall, Esq. : together with Miss Pudica\\\'s sense of the word eclaircissement, and an epithalamium on her nuptials, by Tom Tenor, Clerk of the Parish, to the tune of, Green grow the rushes o\\\' / by William Honeycomb, Esq.	1	1754	London
440241	Hampton, James	Reflections on ancient and modern history.	1	1746	Oxford
440242		The History of Sir Roger and his son Joe: in two volumes	1	1757	London
440243		The Temple beau, or the town coquets: a novel	1	1754	London
440244		The Theatre of love :  a collection of novels, (none of which were ever printed before).	1	1759	London
440245	R. P.	Virtue triumphant, and pride abased : in the humorous history of Dickey Gotham and Doll Clod : digested from antient tractates, and the records of those memorable families, now extant at Addle Hall, in Nottinghamshire / by R. P. Biographer.	1	1753	London
440246	Bigelow, Jacob	The wars of the gulls : an historical romance : In three chapters ..	1	1812	New York
440247	Victor, Benjamin	The widow of the wood :  being an authentic narrative of a late remarkable transaction in Staffordshire.	1	1769	Glasgow
440250	Victor, Benjamin	The widow of the wood	1	1755	London
440251	Victor, Benjamin	The widow of the wood.	1	1755	London
440252		The Travels and adventures of William Bingfield, Esq. : containing, as surprizing a fluctuation of circumstances, both by sea and land, as ever befel one man : with an accurate account of the shape, nature, and properties of that most furious, and amazing animal, the dog-bird : printed from his own manuscript : with a beautiful frontispiece.	2	1753	London
440253	Freeman, William	Letters on several occasions / by the late Sir William Freeman; To which some account of the author is prefixed.	1	1757	London
440254		The travels of Zoraster, King of the Bactrians : composed chiefly for the instruction of a young prince.	3	1753	London
440255		Admonitions from the dead : in epistles to the living, addressed by certain spirits of both sexes, to their friends or enemies on earth, with a view either to condemn or justify their conduct while alive, and to promote the cause of religion and moral virtue.	1	1754	London
440256	La Place, Pierre Antoine de	Agreeable ugliness, or, The triumph of the graces :  exemplified in the real life and fortunes of a young lady of some distinction.	1	1754	London
440257		Court intrigues, or The secret history of Ardelisa : a story founded on facts, and illustrated with anecdotes of persons in real life.	1	1759	
440258		The life and adventures of Bampfylde-Moore Carew, commonly called the king of the beggars being an impartial account of his life ... with his travels twice through great part of America: giving a particular account of the origin, government, laws, and customs of the gipsies; with the method of electing their king and a dictionary of the cant language used by the mendicants.	1	1788	London
440259		The life and adventures of Bampfylde-Moore Carew .	1		London
440260	Fielding, Sarah	The history of Betty Barnes : in two volumes.	2	1753	London
440261	Kidgell, John	The card.	2	1755	Dublin
440263	Kidgell, John	The card ...	2	1755	London
440265	Kidgell, John	The card...	2	1755	London
440266	Charke, Charlotte	A narrative of the life of Mrs. Charlotte Charke, (youngest daughter of Colley Cibber, esq.) ... /  written by herself.	1	1755	London
440267	Charke, Charlotte	A narrative of the life of Mrs. Charlotte Charke, (youngest daughter of Colley Cibber, esq.) ... / written by herself.	1	1755	London
440268	Caraccioli, Charles	Chiron, or, The mental optician	2	1758	London
440269	Collet, John	Chit-chat, or, Natural characters, and the manners of real life : represented in a series of interesting adventures.	2	1755	London
440270	Lawrence, James	The empire of the Nairs,  or, The rights of women : An Utopian romance, in twelve books / by James Lawrence. In four volumes.	4	1813	London
440271	Swift, Jonathan	Travels into several remote nations of the world / By Lemuel Gulliver first a surgeon, and then a captain of several ships...	1	1755	London
440272	Swift, Jonathan	Travels into several remote nations of the world / By Lemuel Gulliver first a surgeon, and then a captain of several ships...	1	1755	London
440273	Swift, Jonathan	Travels into several remote nations of the world : in four parts / By Lemuel Gulliver, first a surgeon, and then a captain of several ships.	1	1751	London
440275	Behn, Aphra	Memoirs of the court of the king of Bantam.	1	1718	London
440276	Behn, Aphra	The adventure of the black lady.	1	1718	London
440277	Behn, Aphra	[Novels]	1	1700	London
440278	Behn, Aphra	[Novels]	1	1700	London
440279	Behn, Aphra	The fair jilt; or, Prince Tarquin.	1	1718	London
440280	Behn, Aphra	The history of Oroonoko; or the royal slave.	1	1718	London
440281	Behn, Aphra	The lover\\\'s watch; or, the art of making love: being rules for courtship for every hour of the day and night.	1	1718	London
440282	Behn, Aphra	The lucky mistake.	1	1718	London
440283	Behn, Aphra	The nun; or, the perjured beauty.	1	1718	London
440284	Behn, Aphra	[Novels]	1	1700	London
440285	Behn, Aphra	[Novels]	1	1698	London
440286	Behn, Aphra	[Novels]	1	1700	London
440287	Behn, Aphra		1	1700	London
440288	Behn, Aphra	Agnes de castro; or, the force of generous love.	1	1718	London
440289	Behn, Aphra	The ladies looking-glass to dress themselves by; or, the whole art of charming all mankind.	1	1718	London
440290	Wright, Frances,	A few days in Athens, being the translation of a Greek manuscript discovered in Herculaneum. By Frances Wright.	1	1822	London
440291	Le Camus, Antoine	Abdeker, or, The art of preserving beauty :  translated from an Arabic manuscript.	1	1754	London
440293	Johnson, Samuel	The prince of Abissinia: A tale	1	1791	Philadelphia
440294		Adsonville, or, Marrying out: a narrative tale	1	1824	Albany
440295	Hervey, Elizabeth	Amabel, or, Memoirs of a woman of fashion in four volumes. Vol. I-IV / By Mrs. Hervey, author of The Mourtray family, &c.	4	1814	London
440296	Corp, Harriet	An antidote to the miseries of human life : in the history of the widow Placid and her daughter Rachael.	1	1808	New York
440297	Chetwood, W.R. (William Rufus),	The voyages and adventures of Captain Robert Boyle : in several parts of the world. Intermixed with the story of Miss Villars, an English lady, with whom he made his surprising escape from Barbary. Likewise including the history of an Italian captive, and the life of Don Pedro Aquilio, &c. Full of various and amazing turns of fortune.	1	1799	Walpole, Newhampshire
440298	Goodall, William	The adventures of Capt. Greenland: written in imitation of all those wise, learned, witty, and humorous authors, who either already have, or hereafter may write in the same stile and manner.	1	1752	London
440299		Clio, or, A secret history of the life and amours of the late celebrated Mrs. S---n---m / written by herself in a letter to Hillarius.	1	1752	London
440300		Constantia, or, A true picture of human life represented in fifteen evening conversations after the manner of Boccace : in two volumes : to which is prefixed, a short discourse on novel writing.	2	1751	London
440301	Smollet, Tobias	The adventures of Ferdinand Count Fathom  By the author of Roderick Random ; In two volumes.	2	1753	London
440302	Smollet, Tobias	The adventures of Ferdinand Count Fathom  By the author of Roderick Random ; In two volumes.	2	1753	London
440303	Fielding, Sarah	Familiar letters between the principal characters in David Simple and some others  being a sequel to his adventures : to which is added, A vision / by the author of David Simple.	4	1752	London
440304	Fielding, Sarah	The adventures of David Simple, volume the last  in which his history is concluded.	1	1753	London
440305	Cottin, Madame (Sophie),	Elizabeth, or, the exiles of Siberia	1	1814	London
440306		The History of Fanny Seymour.	1	1753	Dublin
440307	Rowe, Elizabeth Singer	Friendship in death : in twenty letters from the dead to the living : to which are added, Letters moral and entertaining, in prose and verse / by Mrs. Elizabeth Rowe.	1	1750	London
440308	Lamb, Caroline,	Glenarvon.	3	1816	London
440309	Behn, Aphra	[Novels]	2	1718	London
440310	Wollaston, George	The life and history of a pilgrim : a narrative founded on fact / by George Wollaston.	1	1753	London
440311	Wollaston, George	The life and history of a pilgrim  by G--- W----.	1	1753	Dublin
440312	Fielding, Sarah	The history of Betty Barnes  in two volumes.	2	1753	London
440313	Haywood, Eliza Fowler	The history of Jemmy and Jenny Jessamy in three volumes / by the author of The history of Betsy Thoughtless.	3		
440315	Opie, Amelia	Illustrations of lying, in all its branches /  by Amelia Opie. From the second London ed.	1	1827	Hartford
440316	Opie, Amelia	Illustrations of lying in all its branches by Amelia Opie.	1	1829	Exeter, N. H. : 
440317	Chaigneau, William,	The history of Jack Connor.	2	1752	London
440319		Letters from Julia, the daughter of Augustus, to Ovid. A manuscript discovered at Herculaneum. Translated from a copy of the original. To which is annexed, The lady and the sylph. A visionary tale.	1	1753	London
440320	Author of The Greeks	Life High and Low  by the author of The greeks, Pigeons, Fashion, To night, Ton, Modern belles, Modern beaux, Dress and address, &c. ; embellished with humorous coloured plates.	1	1819	London
440321		The surprising adventures of Bampfylde Moore Carew, king of the beggars  containing his life, a dictionary of the cant language and many entertaining particulars of that extraordinary man.	1	1812	
440325	Paltock, Robert	Memoirs of the life of Parnese, a Spanish lady of vast fortune : written by herself : shewing the irresistable force of education : with a true account of the hardships she suffered, in man\\\'s apparel, for eight years in different countries in the prosecution of a virtuous amour with Rockbartez, her escape from slavery with Sarpeta, her master\\\'s daughter, their flight into Persia, her accidental marriage there to Rockbartez, and return : interspersed with the story of Beaumont and Sarpeta / translated from the Spanish manuscript by R.P., gent.	1	1751	London
440326	La Solle, Henri-Fran&#x221A;ßois de,	Memoirs of a man of pleasure,  or The adventures of Versorand.	2	1751	London
440327	Cleland, John	Memoirs of a Coxcomb.	1	1751	London
440328	La Solle, Henri-Fran&#x221A;ßois de,	Memoirs of a man of pleasure :  or The adventures of Versorand.  v.1, v. 2.	2	1751	London
440329		Memoirs of the life and actions of Charles Osborn, Esq., natural son of the E--l of A------e containing an account of his polite education, his loss of a vast estate left him by his father, his distress, till relieved by an unknown lady, by whom he had seven children before he ever saw her, his extravagancies, his eight several marriages, his intrigues, his turning priest, with the vast fluctuation of his fortune, till resolving to live soberly, he not only married the unknown lady, but became possessed of the great estate he had lost, and made restitution / written by himself in the decline of life.	1	1752	London
440330		The Memoirs of Fidelio and Harriot wherein the contrast between virtue and vice is fully exhibited from a real fact transacted in the year 1720 : preserved in the original manuscript of Mrs. Harvey.	1	1753	London
440331	CrÈbillon, Claude-Prosper Jolyot de	The wanderings of the heart and mind, or, the memoirs of Mr. de Meilcour translated from the French of Mr. de Crebillon the son.	1	1751	Dublin
440332	Brackenridge, H. H	Modern chivalry: containing the adventures of a captain, and Teague O\\\'Regan, his servant. By H. H. Brackenridge.	1	1825	Wilmington, (Del.)
440333	Opie, Amelia	Simple tales	4	1806	London
440334	Opie, Amelia	New tales by Mrs. Opie	4	1818	London
440335	Wollstonecraft, Mary	Original stories, from real life : with conversations, calculated to regulate the affections, and form the mind to truth and goodness.	1	1788	London
440336	Wollstonecraft, Mary	Original stories from real life: with conversations, calculated to regulate the affections, and form the mind to truth and goodness.	1	1796	London
440337	Behn, Aphra	Memoirs of the court of the king of Bantam.	1	1718	London
440338	Behn, Aphra	The adventure of the black lady.	1	1718	London
440339	Behn, Aphra	[Novels]	1	1700	London
440340	Behn, Aphra	[Novels]	1	1700	London
440341	Behn, Aphra	The fair jilt; or, Prince Tarquin.	1	1718	London
440342	Behn, Aphra	The history of Oroonoko; or the royal slave.	1	1718	London
440343	Behn, Aphra	The lover\\\'s watch; or, the art of making love: being rules for courtship for every hour of the day and night.	1	1718	London
440344	Behn, Aphra	The lucky mistake.	1	1718	London
440345	Behn, Aphra	The nun; or, the perjured beauty.	1	1718	London
440346	Behn, Aphra	[Novels]	1	1700	London
440347	Behn, Aphra	[Novels]	1	1698	London
440350	Behn, Aphra	[Novels]	1	1700	London
440351	Behn, Aphra		1	1700	London
440352	Behn, Aphra	Agnes de castro; or, the force of generous love.	1	1718	London
440353	Behn, Aphra	The ladies looking-glass to dress themselves by; or, the whole art of charming all mankind.	1	1718	London
440354	Wright, Frances,	A few days in Athens, being the translation of a Greek manuscript discovered in Herculaneum. By Frances Wright.	1	1822	London
440355	Le Camus, Antoine	Abdeker, or, The art of preserving beauty :  translated from an Arabic manuscript.	1	1754	London
440356	Johnson, Samuel	The prince of Abissinia: A tale	1	1791	Philadelphia
440357		Adsonville, or, Marrying out: a narrative tale	1	1824	Albany
440358	Hervey, Elizabeth	Amabel, or, Memoirs of a woman of fashion in four volumes. Vol. I-IV / By Mrs. Hervey, author of The Mourtray family, &c.	4	1814	London
440360	Corp, Harriet	An antidote to the miseries of human life : in the history of the widow Placid and her daughter Rachael.	1	1808	New York
440361	Chetwood, W.R. (William Rufus),	The voyages and adventures of Captain Robert Boyle : in several parts of the world. Intermixed with the story of Miss Villars, an English lady, with whom he made his surprising escape from Barbary. Likewise including the history of an Italian captive, and the life of Don Pedro Aquilio, &c. Full of various and amazing turns of fortune.	1	1799	Walpole, Newhampshire
440362	Goodall, William	The adventures of Capt. Greenland: written in imitation of all those wise, learned, witty, and humorous authors, who either already have, or hereafter may write in the same stile and manner.	1	1752	London
440363		Clio, or, A secret history of the life and amours of the late celebrated Mrs. S---n---m / written by herself in a letter to Hillarius.	1	1752	London
440364		Constantia, or, A true picture of human life represented in fifteen evening conversations after the manner of Boccace : in two volumes : to which is prefixed, a short discourse on novel writing.	2	1751	London
440365	Smollet, Tobias	The adventures of Ferdinand Count Fathom  By the author of Roderick Random ; In two volumes.	2	1753	London
440366	Smollet, Tobias	The adventures of Ferdinand Count Fathom  By the author of Roderick Random ; In two volumes.	2	1753	London
440367	Fielding, Sarah	Familiar letters between the principal characters in David Simple and some others  being a sequel to his adventures : to which is added, A vision / by the author of David Simple.	2	1752	London
440368	Fielding, Sarah	The adventures of David Simple, volume the last  in which his history is concluded.	1	1753	London
440369	Cottin, Madame (Sophie),	Elizabeth, or, the exiles of Siberia	1	1814	London
440370		The History of Fanny Seymour.	1	1753	Dublin
440371	Rowe, Elizabeth Singer	Friendship in death : in twenty letters from the dead to the living : to which are added, Letters moral and entertaining, in prose and verse / by Mrs. Elizabeth Rowe.	1	1750	London
440372	Lamb, Caroline,	Glenarvon.	3	1816	London
440373	Behn, Aphra	[Novels]	2	1718	London
440374	Wollaston, George	The life and history of a pilgrim : a narrative founded on fact / by George Wollaston.	1	1753	London
440375	Wollaston, George	The life and history of a pilgrim  by G--- W----.	1	1753	Dublin
440376	Fielding, Sarah	The history of Betty Barnes  in two volumes.	2	1753	London
440377	Haywood, Eliza Fowler	The history of Jemmy and Jenny Jessamy in three volumes / by the author of The history of Betsy Thoughtless.	3		
440378	Opie, Amelia	Illustrations of lying, in all its branches /  by Amelia Opie. From the second London ed.	1	1827	Hartford
440379	Opie, Amelia	Illustrations of lying in all its branches by Amelia Opie.	1	1829	Exeter, N. H. : 
440380	Chaigneau, William,	The history of Jack Connor.	2	1752	London
440381		Letters from Julia, the daughter of Augustus, to Ovid. A manuscript discovered at Herculaneum. Translated from a copy of the original. To which is annexed, The lady and the sylph. A visionary tale.	1	1753	London
440385	Author of The Greeks	Life High and Low  by the author of The greeks, Pigeons, Fashion, To night, Ton, Modern belles, Modern beaux, Dress and address, &c. ; embellished with humorous coloured plates.	1	1819	London
440386		The surprising adventures of Bampfylde Moore Carew, king of the beggars  containing his life, a dictionary of the cant language and many entertaining particulars of that extraordinary man.	1	1812	
440387	Paltock, Robert	Memoirs of the life of Parnese, a Spanish lady of vast fortune : written by herself : shewing the irresistable force of education : with a true account of the hardships she suffered, in man\\\'s apparel, for eight years in different countries in the prosecution of a virtuous amour with Rockbartez, her escape from slavery with Sarpeta, her master\\\'s daughter, their flight into Persia, her accidental marriage there to Rockbartez, and return : interspersed with the story of Beaumont and Sarpeta / translated from the Spanish manuscript by R.P., gent.	1	1751	London
440388	La Solle, Henri-Fran&#x221A;ßois de,	Memoirs of a man of pleasure,  or The adventures of Versorand.	2	1751	London
440389	Cleland, John	Memoirs of a Coxcomb.	1	1751	London
440390	La Solle, Henri-Fran&#x221A;ßois de,	Memoirs of a man of pleasure :  or The adventures of Versorand.  v.1, v. 2.	2	1751	London
440391		Memoirs of the life and actions of Charles Osborn, Esq., natural son of the E--l of A------e containing an account of his polite education, his loss of a vast estate left him by his father, his distress, till relieved by an unknown lady, by whom he had seven children before he ever saw her, his extravagancies, his eight several marriages, his intrigues, his turning priest, with the vast fluctuation of his fortune, till resolving to live soberly, he not only married the unknown lady, but became possessed of the great estate he had lost, and made restitution / written by himself in the decline of life.	1	1752	London
440392		The Memoirs of Fidelio and Harriot wherein the contrast between virtue and vice is fully exhibited from a real fact transacted in the year 1720 : preserved in the original manuscript of Mrs. Harvey.	1	1753	London
440393	CrÈbillon, Claude-Prosper Jolyot de	The wanderings of the heart and mind, or, the memoirs of Mr. de Meilcour translated from the French of Mr. de Crebillon the son.	1	1751	Dublin
440382	Brackenridge, H. H	Modern chivalry: containing the adventures of a captain, and Teague O\\\'Regan, his servant. By H. H. Brackenridge.	1	1825	Wilmington, (Del.)
440394	Opie, Amelia	Simple tales	4	1806	London
440395	Opie, Amelia	New tales by Mrs. Opie	4	1818	London
440396	Wollstonecraft, Mary	Original stories, from real life : with conversations, calculated to regulate the affections, and form the mind to truth and goodness.	1	1788	London
440397	Wollstonecraft, Mary	Original stories from real life: with conversations, calculated to regulate the affections, and form the mind to truth and goodness.	1	1796	London
440399	Curli, de	The life and amours of Owen Tideric, Prince of Wales, otherwise Owen Tudor  who married Catharine, Princess of France and widow of our great King Henry V, from which marriage descended Henry VII, Henry VIII, Edward VI, Queen Mary, and Queen Elizabeth, all of whom had from him the surname Tudor : and from him likewise are descended, by the eldest daughter of Henry VII, the present royal family of Great Britain, France and Ireland : first wrote in French and published many years since at Paris, and now translated into English.	1	1751	London
440400	Bunyan, John	The pilgrim\\\'s progress.	1	1805	Philadelphia
440401	Coventry, Francis	The History of Pompey the Little,  or, The life and adventures of a lap-dog.	1	1752	London
440402		A genuine account of the life and transactions of Howell ap David Price, gentleman of Wales : Exhibiting a series of most remarkable occurrences during his seven years travels abroad : five of which were spent with a lady he had released from slavery : with farther particulars since his return with her to England / written by himself.	1	1752	London
440404	Johnson, Samuel	Rasselas.	1	1831	Boston
440405	Davys, Mary,	The reform\\\'d coquet, or Memoirs of Amoranda: a novel  By Mrs. Davys	1	1752	London
440406	Lockhart, J.G. (John Gibson),	Reginald Dalton.  v.1, v.2, v.3	3	1823	Edinburgh
440407	Smythies	The stage-coach:	2	1753	London
440408	Smythies	The stage-coach: containing the character of Mr. Manly, and the history of his fellow-travellers ...	2	1753	London
440409	Opie, Amelia	Temper or, Domestic scenes, a tale, in three volumes. by Mrs. Opie.	3	1812	London
440410	Le Sage, Alain-RenÈ	The Adventures of Gil Blas of Santillana v.1, v.2	2	1809	London
440411	Walpole, Horace	The castle of Otranto: a Gothic story / tr. by William Marshal [!] gent. [pseud.] from the original Italian of Onuphrio Muralto [pseud.]	1	1791	Parma
440412	Davis, John	The farmer of New Jersey: or, A picture of domestic life. A tale /  |c By the translator of Buonaparte\\\'s campaign, author of Ferdinand and Elizabeth, &c. &c.	1	1800	New York
440413	Lennox, Charlotte	The female Quixote; or, the adventures of Arabella.	2	1752	London
440414	Lennox, Charlotte	The female quixote Or, the adventures of arabella. In two volumes	2	1752	London
440415	Aunillon, Pierre-Charles-Fabiot	The force of education. Illustrated in the memoirs of Mademoiselle de St. Eugene, and the Baron de Cromstad. Translated from the French of Monsieur de V-----.	1	1751	London
440416	Belknap, Jeremy	The foresters, and American tale being a sequel to the history of John Bull, the clothier. In a series of letters to a friend.	1	1796	Boston
440417	Bigland, John	The philosophical wanderers or, The history of the Roman tribune, and the priestess of Minerva : exhibiting the vicissitudes that diversify the fortunes of nations and individuals / by John Bigland.	1	1811	London
440418			2	1759	London
440419	Lester, Elizabeth B	The Quakers: A tale /  by Elizabeth B. Lester	1	1818	New York
440420	Lester, Elizabeth B	The Quakers a tale / By Elizabeth B. Lester.	1	1817	London
440421	Lester, Elizabeth B	The Quakers : a tale /  By Elizabeth B. Lester.	1	1818	New York
440422	Chetwood, W. R	The voyages and adventures of Capt. Robert Boyle ... : to which is added, The voyage and shipwreck of Richard Castelman, gent. with a description of Pennsylvania [!] and Philadelphia.	1	1772	London
440423	Fielding, Henry	The history of Tom Jones.	4	1818	Philadelphia
440424	More, Hannah	The two wealthy farmers :  or, The history of Mr. Bragwell / [Hannah More]	1	1800	Philadelphia
440425	Davis, John	The wanderings of William:	1		Philadelphia
440426	Leaf, Jeremy	Worldly Compliances.	1	1752	London
440427	Mozeen, Thomas,	Young Scarron.	1	1752	Dublin
1170822		Memoirs of Lydia Tongue-pad and Juliana Clack-it.	1	1760	London
147525-1	Brooke, Henry	The fool of quality, or, The history of Henry, Earl of Moreland / by Mr. Brooke.	5	1767	London
147525-2	Brooke, Henry	The fool of quality, or, The history of Henry, Earl of Moreland / by Mr. Brooke.	5	1767	London
150692		Margaretta, countess of Rainsford. A sentimental novel ...	2	1769	London
1523438	Aulnoy	The memoirs of the court of Scotland, or, The history of the Earl of Douglas ; with, The secret history of Mackbeth, King of Scotland / written by the author of The ladies travels into Spain ... to which is added, The art of love, or, The amours of Count Schlick ... written in Latin by Pope Pius the II.	1	1711	London
1532730	Scarron	The whole comical works of Monsr. Scarron : Containing I. His Comical romance of a company of stage-players. In three parts, compleat. II. All his novels and histories. III. His select letters, characters, etc / translated by Mr. Tho. Brown, Mr. Savage, and others.	1	1700	London
155079-1	Scott, Sarah	A description of Millenium hall, and the country adjacent: together with the characters of the inhabitants, and such historical anecdotes and reflections, as may excite in the reader proper sentiments of humanity, and lead the mind to the love of virtue. By a gentleman on his travels.	1	1764	London
155079-2	Scott, Sarah	A description of Millenium hall, and the country adjacent: together with the characters of the inhabitants, and such historical anecdotes and reflections, as may excite in the reader proper sentiments of humanity, and lead the mind to the love of virtue. By a gentleman on his travels.	1	1764	London
155707	Tooke, William	The loves of Othniel and Achsah. Tr. from the Chaldee.	2	1769	London
156893	Sterne, Laurence	A sentimental journey through France and Italy / by Mr. Yorick [i.e. Laurence Sterne]	2	1768	London
157119	Sterne, Laurence	A sentimental journey through France and Italy. By Mr. Yorick [pseud.].	2	1768	London
1623886	Creichton, John	The memoirs of Capt. John Creichton : from his own materials / drawn up and digested by Jonathan Swift ...	1	1768	Glasgow
179309	Berington, Simon	The adventures of Sig. Gaudentio di Lucca : being the substance of his examination before the fathers of the Inquisition at Bologna in Italy : giving an account of an unknown country in the midst of the deserts of Africa, the origin and antiquity of the people, their religion, customs and laws : copied from the original manuscript in St. Mark\\\'s Library at Venice : with critical notes of the learned Signor Rhedi : to which is prefixed a letter of the secretary of the Inquisition shewing the reasons of Signor Gaudentio\\\'s being apprehended and the manner of it : translated from the Italian.	1	1763	London
179521-1	Scott, Sarah	The history of Sir George Ellison : in two volumes.	2	1766	London
179521-2	Scott, Sarah	The history of Sir George Ellison : in two volumes.	2	1766	London
1797874	Gunning	The cottage : a novel in a series of letters / by Miss Minifie.	3	1769	London
1798963	InaÃÑyat AllaÃÑh	Tales / translated from the Persian of Inatulla of Delhi ...	2	1768	London
1799320	Paterson, Samuel	Another traveller! or, Cursory remarks and tritical observations made upon a journey through part of the Netherlands in the latter end of the year 1766 / by Coriat junior.	2	1767	London
1799322	J. N	The history of Lady Louisa Stroud, and the honourable Miss Caroline Stretton.	2	1764	Dublin
1799792		The Spanish politician, or, Some account of the management of Cardinal Alberoni : done out of French.	1	1718	London
1801901		The bonze, or Chinese anchorite : an oriental epic novel / translated from the Mandarin language of Hoamchi-vam [pseud.] a Tattatian proselite, by Monsr. D\\\'Alenzon [pseud].	2	1769	London
1802107		Did you ever see such damned stuff? Or, so-much-the-better. A story without head or tail, wit or humor.	1	1760	London
1802363		The secret history of the Prince of the Nazarenes and two turks : to which is added The fatal amour between a beautiful lady and a young nobleman.	1	1719	London
1807023	Barker, Jane	The lining of the patch-work screen : design\\\'d for the farther entertainment of the ladies / by Mrs. Jane Barker.	1	1726	London
1807217	Person of quality	The Brothers, or, Treachery punish\\\'d : interspers\\\'d with : I. The adventures of Don Alvarez ; II. The adventures of Don Lorenzo ; III. Cupid and Bacchus, a dramatic entertainment ; and, IV. The adventures of Mariana, sister to Don Alvarez / written by a person of quality.	1	1730	London
1808066	Haywood, Eliza Fowler	The secret history of the present intrigues of the court of Caramania.	1	1727	London
1808700		The ladies tales : exemplified in the vertues and vices of the quality, with reflections.	1	1714	London
1813449		A pacquet from Will\\\'s, or, A new collection of original letters on several subjects : containing pleasant memoirs, intrigues and adventures that lately hapned at London, Hampton Court, Tunbridge, Epsom, North Hall and the Bath : with several satyrical characters, both of ladies and gentlemen, in prose and verse : with original letters by King Charles II and the late Q. of Sweden / written and collected by several hands.	1	1701	London
1813680-1	Young lady	The prude : a novel / by a young lady.	3	1724	London
1813680-2	Young lady	The prude : a novel / by a young lady.	3	1724	London
1815738		The unexpected wedding : in a series of letters.	1	1768	Dublin
1816853	Gwinnett, Richard	Pylades and Corinna: or, Memoirs of the lives, amours, and writings of Richard Gwinnett, esq.; of Great Shurdington in Gloucestershire; and Mrs. Elizabeth Thomas, junr., of Great Russel street, Bloomsbury. Containing, the letters and other miscellaneous pieces, in prose and verse, which passed between them during a courtship of above sixteen years. Faithfully published from their original manuscripts. Attested by Sir Edward Northey, knight. To which is prefixed, The life of Corrina. Written by her self.	2	1731	London
1818524	Montesquieu, Charles de Secondat	Persian letters Translated by Mr. Ozell.	1	1731	Dublin
1818538	Lussan, Marguerite de	The life of the Countess de Gondez / written by her own hand in French and dedicated to the Princess de la Roche-sur-yon, and now faithfully translated into English by Mrs. P. Aubin.	1	1729	London
1819612	Ward, Edward	The London-spy compleat in eighteen parts : the first volume of the authors writings.	1	1706	London
189377	Shebbeare, John	Matrimony : a novel, containing a series of interesting adventures : in two volumes.	2	1766	London
191125	Lyttelton, George Lyttelton	Dialogues of the dead.	1	1760	London
191356	Riccoboni, Marie Jeanne	Letters from Juliet Lady Catesby to her friend, Lady Henrietta Campley : translated from the French.	1	1760	London
191423-1		The Auction : a modern novel : in two volumes.	2	1760	London
191423-2		The Auction : a modern novel : in two volumes.	2	1760	London
191504-2	Ferguson, Adam	The history of the proceedings in the case of Margaret, commonly called Peg, only lawful sister to John Bull, Esq.	1	1761	London
191504	Ferguson, Adam	The history of the proceedings in the case of Margaret, commonly called Peg, only lawful sister to John Bull, Esq.	1	1761	London
