id	pub date	author name	title catalog
260888	1810	Radcliffe, Ann Ward,	The mysteries of Udolpho : a romance : interspersed with some    pieces of poetry / by Ann Radcliffe.
260889	1810	Bage, Robert,	Man as he is not ; or, Hermsprong / Robert Bage.
260890	1810	Edgeworth, Maria	Belinda / Maria Edgeworth.
260891	1817	Paulding, James Kirke,	Letters from the South : written during an excursion in the summer of 1816 / by the author of John Bull and Brother Jonathan, &c. &c.
260892	1818	Bloomfield, Obadiah Benjamin Franklin.	The life and adventures of Obadiah Benjamin Franklin Bloomfield, M.D. : a native of the United States of America, now on the tour of Europe : interspersed with episodes, and remarks, religious, moral, public spirited, and humorous / written by himself.
260893	1818	Graham, Elizabeth Susanna Davenport,	Voyage to Locuta : a fragment, with etchings and notes of illustration : dedicated to Theresa Tidy ... / by Lemuel Gulliver, Jun.
260894	1816	Agg, John,	A month in town : a satirical novel / by Humphrey Hedgehog.
260897	1812		"The spirit of """"The book"""" or, Memoirs of Caroline princess of        Hasburg : a political and amatory romance : In one volume / Edited by     Thomas Ashe, Esq."""
260898	1819	Balfour, Alexander,	Campbell, or, The Scottish probationer : a novel.
260899	1811	Dacre, Charlotte,	The passions : in four volumes / by Rosa Matilda.
260900	1818	Brooke, Frances,	A year and a day : a novel / by Madame Panache.
260902	1744	Collyer, Mary,	Felicia to Charlotte : being letters from a young lady in the country to her friend in town, containing a series of the most interesting events interspersed with moral reflections, chiefly tending to prove that the seeds of vitue are implanted in the mind of every reasonable being.
260903	1818	Ferrier, Susan,	Marriage : a novel.
260904	1818	Godwin, William,	Mandeville : a tale of the seventeenth century in England / by William Godwin.
260905	1817	Godwin, William,	Mandeville : a tale of the seventeenth cenutry in England / by William Godwin.
260906	1812	Hamilton, Elizabeth,	The cottagers of Glenburnie : a tale for the farmer\'s fire-side / by Elizabeth Hamilton.
260907	1812	Hamilton, Elizabeth,	The cottagers of Glenburnie : a tale for the farmer\'s fire-side / by Elizabeth Hamilton.
260908	1746	Griffiths, Ralph,	Ascanius; or, The young adventurer, a true history. Translated from a manuscript privately handed about at the Court of Versailles. Containing a particular account of all that happen\'d to a certain person during his wanderings in the north, from ... August, 1745, to his final escape, on September 19, in the following year. The whole introduced with a more critical and candid history of the rise, progress, and extinction of the late rebellion, than any yet publish\'d ...
260909	1817	Hutton, Catherine,	The Welsh mountaineer : a novel / by Catharine Hutton.
260910	1810	Argus, Arabella.	The juvenile spectator : being observations on the tempers, manners, and foibles of various young persons : interspersed with such lively   matter as it is presumed will amuse as well as instruct / by Arabella Argus.
260911	1817		Letters of an Italian nun and an English gentleman / translated from the French of J.J. Rousseau.
260912	1818		Lionel, or, The last of the Pevenseys : a novel.
260913	1746	McCarthy, Charlotte,	The fair moralist, or, Love and virtue : a novel  / by Charlotte McCarthy ; to which is added The author\'s observations, or, A looking-glass for the fair sex, also several additional poems never before publish\'d.
260915	1812	Serres, Olivia Wilmot,	"Memoirs of a princess, or, First love : an historical romance / by Olivia W. S----, author of """"The book."""
260916	1816		Fatherless Fanny, or, A young lady\'s first entrance into life : being the memoirs of a little mendicant and her benefactors / by the author of The old English baron, &c. &c.
260917	1816	Jacson, Frances,	"Rhoda : a novel / by the author of """"Things by their right names,"""" """"Plain sense,"""" &c."""
260918	1813	Roche, Regina Maria	The monastery of St. Columb, or, The atonement : a novel / by Regina Maria Roche.
260919	1817	Ross,	The balance of comfort, or, The old maid and married woman : a novel / by Mrs. Ross.
260920	1817	Ross,	The balance of comfort, or, The old maid and married woman : a novel / by Mrs. Ross.
260921	1748	Smollett, Tobias George,	The adventures of Roderick Random.
260922	1815	Porter, Anna Maria	The recluse of Norway / by Anna Maria Porter.
260923	1742		The true anti-Pamela, or, Memoirs of Mr. James Parry, late organist of Ross in Herefordshire : in which are inserted his amours with the celebrated Miss ------ of Monmouthshire / written by himself; interspers\'d with many curious and entertaining love-letters which passed between them.
260924	1812	Barlow, F.	A sequel to Coelebs, or, The Stanley letters : containing observations on religion and morals, with anecdotes founded on fact.
260925	1813	West,	"The loyalists : an historical novel / by the author of """"Letters to a young man"""", """"A tale of the times"""", &c."""
260926	1742	Chansierges,	Grecian tales, or, The entertaining adventures of Neoptolemus, son  of Achilles / translated from the French.
260928	1745	Cervantes Saavedra, Miguel de,	Persiles and Sigismunda : a celebrated novel : intermix\'d with a great variety of delightful histories and entertaining adventures / written in Spanish by Michael de Cervantes Saavadera ... translated into English from the original.
260929	1810	Rousseau, Jean-Jacques,	Eloisa : a series of letters / translated from the French of J.J. Rousseau; to which are added, The adventures of Lord B- at Rome, being the sequel of Eloisa (found among the author\'s papers after his decease).
260930	1815	Mathers, John,	The history of Mr. John Decastro and his brother Bat, commonly called Old Crab : in four volumes / the merry matter written by John Mathers, the grave by a solid gentleman.
260931	1814	Corp, Harriet.	An antidote to the miseries of human life, in the history of the widow Placid and her daughter Rachel / by Harriet Corp.
260933	1813	Cuthbertson, Catherine	"Adelaide, or, The countercharm : a novel.../ By the author of """"Santo Sebastiano, or, The young protector,"""" """"Romance of the Pyrenees,"""" and """"The forest of Montalbano"""" ..."""
260934	1817	Cuthbertson, Catherine	Rosabella, or, A mother\'s marriage : a novel : in five volumes / By the author of The romance of the Pyrenees, Santo Sebastiano, or, The young protector, The forest of Montalbano ...
260935	1817	Cuthbertson, Catherine	Rosabella, or, A mother\'s marriage : a novel : in five volumes / By the author of The romance of the Pyrenees, Santo Sebastiano, or, The young protector, The forest of Montalbano ...
260936	1818	Dallas, Alexander R.C.	Felix Alvarez, or, Manners in Spain : containing descriptive accounts of some of the prominent events of the late peninsular war : and authentic anecdotes illustrative of the Spanish character : interspersed with poetry, original, and from the Spanish / by Alexander R.C. Dallas.
260937	1817	Edgeworth, Maria	Harrington : a tale and Ormond : a tale / by Maria Edgeworth, author of Comic dramas, Tales of fashionable life, &c. &c ; in three volumes.
260938	1813	Dallas, Robert Charles,	The miscellaneous works and novels of R. C. Dallas.
260940	1819		Harold the exile.
260941	1817	Herbster, F.,	The cavern of Roseville, or, The two sisters : a tale / translated from the French of Madame Herbster by A. Jamieson.
260942	1813	Hutton, Catherine,	The miser married : a novel / by Catherine Hutton.
260943	1815	Johnstone, C. I.	Clan-Albin : a national tale.
260944	1814	Leadbeater, Mary,	Tales for cottagers : accomodated to the present condition of the Irish peasantry / by Mary Leadbetter and Elizabeth Shakleton.
260945	1817		The absent man : a narrative / edited by Sir Peter Plastic, Knight of the Order of the Tower and Sword.
260946	1817		The absent man : a narrative / edited by Sir Peter Plastic, Knight of the Order of the Tower and Sword.
260947	1818	Plumptre, Anne,	Tales of wonder, of humour, and of sentiment; original and translated. By Anne and Annabella Plumptre.
260948	1812	Gunning,	Dangers through life, or, The victim of seduction : a novel / by Mrs. Plunkett (late Miss Gunning).
260949	1819	Porter, Anna Maria	The fast of St. Magdalen : a romance / by Miss Anna Maria Porter.
260951	1812	Porter, Jane,	Thaddeus of Warsaw / by Miss Porter.
260952	1815	Prickett,	Warwick Castle : an historical novel / by Miss Prickett.
260953	1818		Rachel : a tale.
260955	1814	Cottin,	Elizabeth, or, The exiles of Siberia : A tale founded on facts / From the French of Madame de Cottin, by Mrs. Meeke.
260956	1813	Opie, Amelia Alderson,	Tales of real life / by Mrs. Opie.
260957	1744	Sedgewick, O.	Miscellaneous amusements for the year MDCCXLIV, or, The world turn\'d inside out : being reflections on men, manners and opinions, adapted to the present times / by the Author of a late well-receiv\'d pamphlet.
260958	1819	Moysey, Abel	Forman : a tale.
260959	1811	Radcliffe, Ann Ward,	The castles of Athlin and Dunbayne : a Highland story / by Ann Radcliffe.
260960	1819	Opie, Amelia Alderson,	The father and daughter : a tale, in prose / by Mrs. Opie.
260961	1819	Author of Prodigious!!!, or, Childe paddie in London.	Gogmagog-Hall, or, The philosophical lord and the governess / by the author of Prodigious!!! or, Childe Paddie in London.
260962	1818	Maturin, Charles Robert,	"Women, or, Pour et contre : a tale / by the author of """"Bertram,"""" &c. ; in three volumes."""
260963	1811	Hawkins, Laetitia Matilda,	The countess and Gertrude, or, Modes of discipline / by Laetitia-Matilda Hawkins ; in four volumes.
260964	1816	Cordova, Cordelia.	Human nature : a novel : in three volumes.
260965	1742	Cervantes Saavedra, Miguel de,	Two humorous novels : viz. I. A diverting dialogue between Scipio and Bergansa, two dogs belonging to the Hospital of the Resurrection, in the city of Valladolid, giving a account of their lives and various adventures, interspers\'d  with their reflexions and sentiments on the lives, characters, humours and employments of the different masters they liv\'d with. II. The comical history of Rinconete and Cortadillo / both written by the celebrated author of Don Quixote ; and now first translated from the Spanish original.
260966	1742	Cervantes Saavedra, Miguel de,	Two humorous novels : viz. I. A diverting dialogue between Scipio and Bergansa, two dogs belonging to the Hospital of the Resurrection, in the city of Valladolid, giving a account of their lives and various adventures, interspers\'d  with their reflexions and sentiments on the lives, characters, humours and employments of the different masters they liv\'d with. II. The comical history of Rinconete and Cortadillo / both written by the celebrated author of Don Quixote ; and now first translated from the Spanish original.
