id	pub date	author name	title catalog
379061	1834	Smith, Seba,	The select letters of Major Jack Downing [pseud.] : of the Dowingville militia, away down East, in the state of Maine / Written by himself ..
379082	1835	Irving, Washington	The Crayon miscellany By the author of the Sketch book .
379084	1819	Sargent, Charles Lenox.	The life of Alexander Smith, captain of the island of Pitcairn : one of the mutineers on board His Majesty\'s ship Bounty, commanded by Lieut. Wm. Blight / written by Smith himself, on the above island, and bringing the accounts from Pitcairn, down to the year 1815.
379124	1824	Irving, Washington	The sketch book of Geoffrey Crayon [i.e. W. Irving]
379125	1836	Dunlap, William,	"Thirty years ago, or, The memoirs of a water drinker / by the author of """"Memoirs of George Frederick Cooke ..."""
379150	1824	Cooper, James Fenimore,	The spy : a tale of the neutral ground.
379157	1825	Brackenridge, H. H.	Modern chivalry : containing the adventures of a captain, and Teague O\'Regan, his servant / By H. H. Brackenridge ... [pt. 1]
379183	1829	Irving, Washington	A chronicle of the conquest of Granada / by Fray Antonio Agapida.
379185	1832	Irving, Washington	The Alhambra : a series of tales and sketches of the Moors and Spaniards / by the author of The sketch book ..
379195	1835	Longfellow, Henry Wadsworth,	Outre-mer : a pilgrimage beyond the sea.
379297	1825	Cooper, James Fenimore,	"The Pioneers, or the sources of the Susquehanna : a descriptive tale / By the author of """"Precaution."""
379615	1770		Letters between an English lady and her friend at Paris : in which are contained The memoirs of Mrs. Williams / by a lady : in two volumes.
379626	1773	Haywood, Eliza Fowler	The invisibe [sic] spy. [electronic resource] : By Explorabilis. In two volumes. ...
379651	1774	Voltaire,	Le taureau blanc, or, The white bull : from the French / translated from the Syriac by M. De Voltaire.
379654	1774		La belle philosophe, or the fair philosopher : in two volumes.
379658	1775	Bicknell, Alexander,	The benevolent man, or The history of Mr. Belville : in which is introduced the remarkable adventures of Captain Maclean, the hermit : in two volumes.
379664	1779	Lady.	Coxheath-Camp : a novel, in a series of letters / by a Lady : in two volumes.
379665	1779		The Hermit of the rock, or, The history of the Marchioness de Lausanne, and the Comte de Luzy / translated from a French manuscript : in three volumes.
379700	1848	Bennett, Emerson,	The trapper\'s bride : or, Spirit of adventure / by the author of The prairie bird. Letter-press Full Work
379764	1848	Ballou, Maturin Murray,	Rosalette: or, The flower girl of Paris. : A romance of France. / By Lieutenant Murray, author of \'Fanny Campbell,\' \'The naval officer,\' \'The gipsey,\' \'The Spanish musketeer,\' \'Roderick the rover,\' \'The adventurer.\' etc. etc.
379820	1848	Arthur, T. S.	"Rising in the world; or, A tale for the rich and poor. / by T.S. Arthur, author of """"Keeping up appearances,"""" """"Riches have wings,"""" etc. etc."""
379836	1804	Brackenridge, H. H.	Modern chivalry : containing the adventures of a captain, and Teague O\'Regan, his servant / By H. H. Brackenridge. Volume I.
379838	1848	Arthur, T. S.	"Love in a cottage. / By T.S. Arthur, author of """"Insubordination, or The shoemaker\'s daughters,"""" """"Arthur\'s temperance tales,"""" """"The maiden,"""" """"The wife,"""" """"The mother,"""" etc."""
379858	1848	Averill, Charles E.	The pirates of Cape Ann; or, The freebooter\'s foe. : A tale of land and water. / By Charles E. Averill, author of The secret service ship, The wreckers, etc., etc., etc..
379884	1848	Arthur, T. S.	Temptations: : a story for the reformed, by T.S. Arthur. As originally published in the New-York Organ. Illustrated by seven original engravings by R. Major. With other tales..
379944	1847	Averill, Charles E.	The Mexican ranchero: or, The maid of the chapparal. : A romance of the Mexican War. / By Charles E. Averill, author of the \'Secret Service ships,\' ;Corsair King,\' &c., &c.
379988	1851	Arthur, T. S.	Tales from real life / by T.S. Arthur ; containing Bell Martin, Family pride, Mary Ellis, Alice Melville, Pride and principle
380015	1847	Ballou, Maturin Murray,	The gipsey: or, The robbers of Naples. : A story of love and pride. / By Lieutenant Murray, author of \'Fanny Campbell,\' \'The Spanish musketeer,\' \'Roderick the rover,\' etc. etc.
380133	1853	Arthur, T. S.	Sketches of life and character. / By T.S. Arthur. Illustrated with sixteen engravings and a portrait of the author.
380155	1739		The Unfortunate dutchess, or, The lucky gamester : a novel, founded on a true story.
380167	1850	Olivia,	Ellen Parry; or, Trials of the heart. / By Olivia [pseud.].
380188	1850	Arthur, T. S.	Tales of married life / by T.S. Arthur. Containing ...
380195	1741	Argens, Jean-Baptiste de Boyer,	Chinese letters. Being philosophical, historical, and critical correspondence between a Chinese traveller at Paris, and his countrymen in China, Muscovy, Persia and Japan. Translated from the originals into French, by the Marquis d\'Argens, author of the letters juives, or Jewish spy; and now done into English.
380228	1850	Arthur, T. S.	The young artist : or, The dream of Italy / by T.S. Arthur.
380231	1850	Arthur, T. S.	The debtor\'s daughter, or, Life and its changes / by T.S. Arthur.
380237	1849	Bradbury, Osgood.	The belle of the bowery.
380249	1849	Arthur, T. S.	"Riches have wings; or, a tale for the rich and poor. / By T.S. Arthur. Author of """"Keeping up appearances,"""" the """"Young music teacher,"""" """"Lady at home,"""" etc.."""
380526	1848	Barnes, Charlotte Mary Sanford,	Plays, prose and poetry / by Charlotte M.S. Barnes.
380529	1741	Lyttelton, George Lyttelton,	The court-secret : a melancholy truth : now first translated from the original Arabic / by an adept in the oriental tongues.
380552	1741		The History and adventures of Don Alphonso Blas de Lirias, son of Gil Blas of Santillane / translated from the Spanish original.
380622	1848	Peppergrass, Paul,	Shandy M\'Guire, or, Tricks upon travellers / being a story of the north of Ireland / by Paul Peppergrass [i.e. J. Boyce].
380625	1850	J. A. B.,	Mary Bean: : the factory girl. A domestic story, illustrative of the trials and temptations of factory life. Founded on recent events. / By Miss J.A.B., of Manchester..
380629	1839	Franco, Harry,	The adventures of Harry Franco, a tale of the great panic. : In two volumes. Vol. II.
380652	1798		Amelia; or, The faithless Briton. An original American novel, founded upon recent facts. To which is added, Amelia, or Malevolence defeated; and, Miss Seward\'s Monody on Major Andre.
380672	1845	Barker, B.	Zoraida: or The witch of Naumkeag! : A tale of the olden time. / By Egbert Augustus Cowslip, Esq.
380676	1843	Arthur, T. S.	"The stolen wife : an American romance / by the author of """"The Tailor\'s apprentice"""" and """"The little pilgrims."""
380729	1845	Arthur, T. S.	The wife: a story for my young countrywomen. / By T.S. Arthur.
380752	1846	Allen, Elizabeth.	Sketches of Green Mountain life : with an autobiography of the author / By Miss Elizabeth Allen.
380846	1850	Batchelder, Eugene,	A romance of the sea-serpent, or, The ichthyosaurus. : Also, a collection of the ancient and modern authorities, with letters from distinguished merchants and men of science. / By Eugene Batchelder.
380847	1742	Mouhy, Charles de Fieux,	The busy-body: or, Successful spy: being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprising even to rashness ... [Tr. from the French]
380966	    		The History of Eliza Warwick : in two volumes.
381001	1778		The History of Eliza Warwick : in two volumes.
381052	1775	Bicknell, Alexander,	The benevolent man, or The history of Mr. Belville : in which is introduced the remarkable adventures of Captain Maclean, the hermit : in two volumes.
381054	1775		The history of Lady Anne Neville, sister to the great Earl of Warwick: in which are interspersed memoirs of that nobleman, and the principal characters of the age in which she lived. [epigraph] In two volumes. Vol. II.
381689	1774	Brooke, Henry,	Juliet Grenville, or, The history of the human heart : three volumes in two / by Mr. Brooke.
427580	1814	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.
427644	1814	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.
427785	1814	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.
427894	1814	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.
428009	1815	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.
428027	1815	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.
428064	1815	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.
428066	1815	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.
428071	1816	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.
428076	1816	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.
428108	1816	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.
428124	1816	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.
428147	1816	Fielding, Henry	The works of Henry Fielding, esq., with An essay on his life and genius/ by Arthur Murphy, Esq.
428185	1811	Swift, Jonathan	A tale of a tub : written for the universal improvement of mankind : To which is added an account of a battle between the ancient and modern books in St. James Library : with the author\'s apology, and explanatory notes / by W. Wotton, B.D. and others.
440184	1757	Fielding, Sarah	The lives of Cleopatra and Octavia by the author of David Simple.
440185	1757	Fielding, Sarah	The lives of Cleopatra and Octavia  by the author of David Simple.
440186	1758	Fielding, Sarah	The lives of Cleopatra and Octavia / by the author of David Simple.
440187	1758	Fielding, Sarah	The lives of Cleopatra and Octavia / by the author of David Simple.
440188	1758		The Cloister, or, The amours of Sainfroid, a Jesuit, and Eulalia, a nun / Translated from the French.
440189	1756		The Life and memoirs of Mr. Ephraim Tristram Bates, commonly called Corporal Bates, a broken hearted soldier : who, from a private centinel in the guards, was, from his merits, advanced, regularly, to be corporal serjeant, and pay-master serjeant, and had he lived a few days longer, might have died a commission-officer, to the great loss of his lamentable lady, whose marriage he had intended to declare as soon as his commission was signed, and who, to make up for the loss of so dear an husband, and her pension, which then no Duke on earth could have hindered, in order to put bread in the mouths of seven small children, the youngest now at her breast, the sweet creatures being two twins, publishes these memoirs from the original papers, sealed up with the seal of dear Mr. Bates, and found, exactly as he mentioned in his last will and testament, in an oven, never used, where, in his life time, he secreted many state papers, &c. &c. &c.
440190	1756		The Life and memoirs of Mr. Ephraim Tristram Bates, commonly called Corporal Bates, a broken hearted soldier : who, from a private centinel in the guards, was, from his merits, advanced, regularly, to be corporal serjeant, and pay-master serjeant, and had he lived a few days longer, might have died a commission-officer, to the great loss of his lamentable lady, whose marriage he had intended to declare as soon as his commission was signed, and who, to make up for the loss of so dear an husband, and her pension, which then no Duke on earth could have hindered, in order to put bread in the mouths of seven small children, the youngest now at her breast, the sweet creatures being two twins, publishes these memoirs from the original papers, sealed up with the seal of dear Mr. Bates, and found, exactly as he mentioned in his last will and testament, in an oven, never used, where, in his life time, he secreted many state papers, &c. &c. &c.
440191	1756		The Life and memoirs of Mr. Ephraim Tristram Bates, commonly called Corporal Bates, a broken hearted soldier : who, from a private centinel in the guards, was, from his merits, advanced, regularly, to be corporal serjeant, and pay-master serjeant, and had he lived a few days longer, might have died a commission-officer, to the great loss of his lamentable lady, whose marriage he had intended to declare as soon as his commission was signed, and who, to make up for the loss of so dear an husband, and her pension, which then no Duke on earth could have hindered, in order to put bread in the mouths of seven small children, the youngest now at her breast, the sweet creatures being two twins, publishes these memoirs from the original papers, sealed up with the seal of dear Mr. Bates, and found, exactly as he mentioned in his last will and testament, in an oven, never used, where, in his life time, he secreted many state papers, &c. &c. &c.
440192	1754	Fielding, Sarah	The cry : a new dramatic fable : in two volumes.
440193	1752	Kimber, Edward	The juvenile adventures of David Ranger, esq. : from an original manuscript found in the collections of a late noble lord.
440194	1759	Gentleman of Oxford.	The devil upon crutches in England, or, Night-scenes in London : a satirical work ; written upon the plan of the celebrated Diable boiteux of monsieur Le Sage... / by a gentleman of Oxford.
440195	1755	Morris, Drake.	The travels of Mr. Drake Morris, merchant in London : containing his sufferings and distresses in several voyages at sea / written by himself.
440196	1754	King, William	The dreamer.
440197	1754	King, William	The dreamer.
440198	1756	Author of Emily.	Emily, or, The history of a natural daughter :  in two volumes.
440199	1756		The Memoirs of Fidelio and Harriot : wherein the contrast between virtue and vice is fully exhibited from a real fact transacted in the year 1720.
440200	1750	Bannac, Adolphus	The fortunate villager, or, Memoirs of Sir Andrew Thompson : in two volumes.
440201	1755		The history and adventures of Frank Hammond.
440202	1757	Long, Edward,	The anti-Gallican, or, The history and adventures of Harry Cobham, Esquire.
440203	1751	Swift, Jonathan	Travels into several remote nations of the world : in four parts / By Lemuel Gulliver, first a surgeon, and then a captain of several ships.
440204	1751	Swift, Jonathan	Travels into several remote nations of the world : in four parts  / By Lemuel Gulliver first a surgeon, and then a captain of several ships.
440205	1751	Swift, Jonathan	Travels into several remote nations of the world : in four parts / By Lemuel Gulliver first a surgeon, and then a captain of several ships.
440206	1751	Swift, Jonathan	Travels into several remote nations of the world : in four parts / By Lemuel Gulliver first a surgeon, and then a captain of several ships.
440207	1752	Swift, Jonathan	Travels into several remote nations of the world : in four parts / By Lemuel Gulliver, first a surgeon, and then a captain of several ships.
440208	1756	Charke, Charlotte	The history of Henry Dumont, Esq., and Miss Charlotte Evelyn : consisting of variety of entertaining characters, and very interesting subjects : with some critical remarks on comick actors /  by Mrs Charke.
440209	1825	Opie, Amelia	Illustrations of lying, in all its branches.
440210	1756		The history of my own life : Being an account of many of the severest trials imposed by an implacable father, upon the most affectionate pair that ever entered the marriage state.
440211	1755	Marivaux, Pierre Carlet de Chamblain de,	The life, misfortunes and adventures of Indiana, the virtuous orphan / written by herself : illustrated with several copper plates.
440212	1754	Slade, John	The adventures of Jerry Buck / by Mr. John Slade.
440213	1754	Slade, John	The adventures of Jerry Buck / By Mr. John Slade
440214	1754	Slade, John	The adventures of Jerry Buck / By Mr. John Slade.
440215	1753	Haywood, Eliza Fowler	The history of Jemmy and Jenny Jessamy: In three volumes By the author of The History of Betsy Thoughtless
440216	1753	Haywood, Eliza Fowler	The history of Jemmy and Jenny Jessamy: In three volumes By the author of The History of Betsy Thoughtless
440217			The Jilts, or Female fortune-hunters
440218	1756	Amory, Thomas,	The life of John Buncle, esq. : containing various observations and reflections, made in several parts of the world; and many extraordinary relations.
440219	1756	Kelly, John	The memoirs of the life of John Medley, Esq., or, Fortune reconcil\'d to merit / by the author of Pamela\'s conduct in high life. The memoirs of the life of John Medley, Esq; or, fortune reconcil\'d to merit. By the author of Pamela\'s conduct in high life. Vol. I.  Letter-press Full Volume v.1
440220	1754	Fielding, Henry	The life of Mr. Jonathan Wild the great ... /  by Henry Fielding, Esq;
440221			The History of Miss Katty N---- : containing a faithful and particular relation of her amours, adventures, and various turns of fortune, in Scotland, Ireland, Jamaica, and in England  written by herself.
440222	1754	Leprince de Beaumont	The history of a young lady of distinction : in a series of letters : in two volumes.
440223	1756		The  memoirs of a young lady of quality, a platonist.
440224	1756		The  memoirs of a young lady of quality, a platonist.
440225	1754	Defoe, Daniel,	The history of the great plague in London, in the year 1665 : Containing observations and memorials of the most remarkable occurrences both public and private, that happened during that dreadful period / by a citizen, who lived the whole time in London ; To which is added, A journal of the plague at Marseilles, in the year 1720.
440226	1754	Smythies	The history of Lucy Wellers. Written by a lady.
440227	1755	Shebbeare, John	Lydia, or, Filial piety : a novel / by the author of The marriage-act, a novel, and Letters on the English nation.
440228	1755	Shebbeare, John	Lydia, or Filial piety: A novel / By the author of The marriage-act, a novel, and Letters on the English nation.
440230	1800	Mackenzie, Henry	The man of feeling by Henry Mackenzie
440231	1758	Mouhy, Charles de Fieux,	The fortunate country maid. Being the entertaining memoirs of the present celebrated Marchioness of L--- V--- ... From the French of the Chevalier de Mouhy ...
440232	1754	Shebbeare, John	The marriage act : a novel, in which the ruin of female honour, the contempt of the clergy, the destruction of private and public liberty, with other fatal consequences are considered : in a series of interesting adventures.
440233	1753		Modern characters : illustrated by histories in real life, and address\'d to the polite world.
440234	1754	Kimber, Edward	The history of the life and adventures of Mr. Anderson :  containing his strange varieties of fortune in Europe and America : compiled from his own papers.
440235	1756	Tessin, Carl Gustaf	Letters from an old man to a young prince, with the answers Translated from the Swedish ; to which are prefixed those of Her present Majesty to her son, with the translations : in two volumes.
440236	1756		Memoirs of an Oxford scholar :  containing his amour with the beauriful Miss L-, of Essex, and interspers\'d with several entertaining incidents /  written by Himself
440237	1755		The History of Polly Willis, an orphan.
440238	1752		The prater By Nicholas Babble, esq.
440239	1775	Garfigny,	Letters of Princess Zilia to Prince Aza of Peru / Newly translated from the French original. By James Seguinn, teacher of the French tongue in Hereford. translated from the French original by James Seguin
440240	1754	Gardiner, Richard,	The history of Pudica, a lady of N-rf-lk :  with an account of her five lovers, viz. Dick Merryfellow, Count Antiquary, young \'Squire Fog, of Dumplin-Hall, Jack Shadwell, of the Lodge, and Miles Dinglebob, of Popgun-hall, Esq. : together with Miss Pudica\'s sense of the word eclaircissement, and an epithalamium on her nuptials, by Tom Tenor, Clerk of the Parish, to the tune of, Green grow the rushes o\' / by William Honeycomb, Esq.
440241	1746	Hampton, James	Reflections on ancient and modern history.
440242	1757		The History of Sir Roger and his son Joe: in two volumes
440243	1754		The Temple beau, or the town coquets: a novel
440244	1759		The Theatre of love :  a collection of novels, (none of which were ever printed before).
440245	1753	R. P.,	Virtue triumphant, and pride abased : in the humorous history of Dickey Gotham and Doll Clod : digested from antient tractates, and the records of those memorable families, now extant at Addle Hall, in Nottinghamshire / by R. P. Biographer.
440246	1812	Bigelow, Jacob	The wars of the gulls : an historical romance : In three chapters ..
440247	1769	Victor, Benjamin	The widow of the wood :  being an authentic narrative of a late remarkable transaction in Staffordshire.
440250	1755	Victor, Benjamin	The widow of the wood
440251	1755	Victor, Benjamin	The widow of the wood.
440252	1753		The Travels and adventures of William Bingfield, Esq. : containing, as surprizing a fluctuation of circumstances, both by sea and land, as ever befel one man : with an accurate account of the shape, nature, and properties of that most furious, and amazing animal, the dog-bird : printed from his own manuscript : with a beautiful frontispiece.
440253	1757	Freeman, William	Letters on several occasions / by the late Sir William Freeman; To which some account of the author is prefixed.
440254	1753		The travels of Zoraster, King of the Bactrians : composed chiefly for the instruction of a young prince.
440255	1754		Admonitions from the dead : in epistles to the living, addressed by certain spirits of both sexes, to their friends or enemies on earth, with a view either to condemn or justify their conduct while alive, and to promote the cause of religion and moral virtue.
440256	1754	La Place, Pierre Antoine de,	Agreeable ugliness, or, The triumph of the graces :  exemplified in the real life and fortunes of a young lady of some distinction.
440257	1759		Court intrigues, or The secret history of Ardelisa : a story founded on facts, and illustrated with anecdotes of persons in real life.
440258	1788		The life and adventures of Bampfylde-Moore Carew, commonly called the king of the beggars being an impartial account of his life ... with his travels twice through great part of America: giving a particular account of the origin, government, laws, and customs of the gipsies; with the method of electing their king and a dictionary of the cant language used by the mendicants.
440259			The life and adventures of Bampfylde-Moore Carew .
440260	1753	Fielding, Sarah	The history of Betty Barnes : in two volumes.
440261	1755	Kidgell, John	The card.
440263	1755	Kidgell, John	The card ...
440265	1755	Kidgell, John	The card...
440266	1755	Charke, Charlotte	A narrative of the life of Mrs. Charlotte Charke, (youngest daughter of Colley Cibber, esq.) ... /  written by herself.
440267	1755	Charke, Charlotte	A narrative of the life of Mrs. Charlotte Charke, (youngest daughter of Colley Cibber, esq.) ... / written by herself.
440268	1758	Caraccioli, Charles	Chiron, or, The mental optician
440269	1755	Galt, John	Chit-chat, or, Natural characters, and the manners of real life : represented in a series of interesting adventures.
440270	1813	Lawrence, James	The empire of the Nairs,  or, The rights of women : An Utopian romance, in twelve books / by James Lawrence. In four volumes.
440271	1755	Swift, Jonathan	Travels into several remote nations of the world / By Lemuel Gulliver first a surgeon, and then a captain of several ships...
440272	1755	Swift, Jonathan	Travels into several remote nations of the world / By Lemuel Gulliver first a surgeon, and then a captain of several ships...
440273	1751	Swift, Jonathan	Travels into several remote nations of the world : in four parts / By Lemuel Gulliver, first a surgeon, and then a captain of several ships.
440275	1718	Behn, Aphra	Memoirs of the court of the king of Bantam.
440276	1718	Behn, Aphra	The adventure of the black lady.
440277	1700	Behn, Aphra	[Novels]
440278	1700	Behn, Aphra	[Novels]
440279	1718	Behn, Aphra	The fair jilt; or, Prince Tarquin.
440280	1718	Behn, Aphra	The history of Oroonoko; or the royal slave.
440281	1718	Behn, Aphra	The lover\'s watch; or, the art of making love: being rules for courtship for every hour of the day and night.
440282	1718	Behn, Aphra	The lucky mistake.
440283	1718	Behn, Aphra	The nun; or, the perjured beauty.
440284	1700	Behn, Aphra	[Novels]
440285	1698	Behn, Aphra	[Novels]
440286	1700	Behn, Aphra	[Novels]
440287	1700	Behn, Aphra	
440288	1718	Behn, Aphra	Agnes de castro; or, the force of generous love.
440289	1718	Behn, Aphra	The ladies looking-glass to dress themselves by; or, the whole art of charming all mankind.
440290	1822	Wright, Frances,	A few days in Athens, being the translation of a Greek manuscript discovered in Herculaneum. By Frances Wright.
440291	1754	Le Camus, Antoine,	Abdeker, or, The art of preserving beauty :  translated from an Arabic manuscript.
440293	1791	Johnson, Samuel	The prince of Abissinia: A tale
440294	1824		Adsonville, or, Marrying out: a narrative tale
440295	1814	Hervey, Elizabeth,	Amabel, or, Memoirs of a woman of fashion in four volumes. Vol. I-IV / By Mrs. Hervey, author of The Mourtray family, &c.
440296	1808	Corp, Harriet.	An antidote to the miseries of human life : in the history of the widow Placid and her daughter Rachael.
440297	1799	Chetwood, W.R. (William Rufus),	The voyages and adventures of Captain Robert Boyle : in several parts of the world. Intermixed with the story of Miss Villars, an English lady, with whom he made his surprising escape from Barbary. Likewise including the history of an Italian captive, and the life of Don Pedro Aquilio, &c. Full of various and amazing turns of fortune.
440298	1752	Goodall, William.	The adventures of Capt. Greenland: written in imitation of all those wise, learned, witty, and humorous authors, who either already have, or hereafter may write in the same stile and manner.
440299	1752		Clio, or, A secret history of the life and amours of the late celebrated Mrs. S---n---m / written by herself in a letter to Hillarius.
440300	1751		Constantia, or, A true picture of human life represented in fifteen evening conversations after the manner of Boccace : in two volumes : to which is prefixed, a short discourse on novel writing.
440301	1753	Smollet, Tobias	The adventures of Ferdinand Count Fathom  By the author of Roderick Random ; In two volumes.
440302	1753	Smollet, Tobias	The adventures of Ferdinand Count Fathom  By the author of Roderick Random ; In two volumes.
440303	1752	Fielding, Sarah	Familiar letters between the principal characters in David Simple and some others  being a sequel to his adventures : to which is added, A vision / by the author of David Simple.
440304	1753	Fielding, Sarah	The adventures of David Simple, volume the last  in which his history is concluded.
440305	1814	Cottin, Madame (Sophie),	Elizabeth, or, the exiles of Siberia
440306	1753		The History of Fanny Seymour.
440307	1750	Rowe, Elizabeth Singer,	Friendship in death : in twenty letters from the dead to the living : to which are added, Letters moral and entertaining, in prose and verse / by Mrs. Elizabeth Rowe.
440308	1816	Lamb, Caroline,	Glenarvon.
440309	1718	Behn, Aphra	[Novels]
440310	1753	Wollaston, George	The life and history of a pilgrim : a narrative founded on fact / by George Wollaston.
440311	1753	Wollaston, George	The life and history of a pilgrim  by G--- W----.
440312	1753	Fielding, Sarah	The history of Betty Barnes  in two volumes.
440313		Haywood, Eliza Fowler	The history of Jemmy and Jenny Jessamy in three volumes / by the author of The history of Betsy Thoughtless.
440315	1827	Opie, Amelia	Illustrations of lying, in all its branches /  by Amelia Opie. From the second London ed.
440316	1829	Opie, Amelia	Illustrations of lying in all its branches by Amelia Opie.
440317	1752	Chaigneau, William,	The history of Jack Connor.
440319	1753		Letters from Julia, the daughter of Augustus, to Ovid. A manuscript discovered at Herculaneum. Translated from a copy of the original. To which is annexed, The lady and the sylph. A visionary tale.
440320	1819	Author of The Greeks	Life High and Low  by the author of The greeks, Pigeons, Fashion, To night, Ton, Modern belles, Modern beaux, Dress and address, &c. ; embellished with humorous coloured plates.
440321	1812		The surprising adventures of Bampfylde Moore Carew, king of the beggars  containing his life, a dictionary of the cant language and many entertaining particulars of that extraordinary man.
440325	1751	Paltock, Robert,	Memoirs of the life of Parnese, a Spanish lady of vast fortune : written by herself : shewing the irresistable force of education : with a true account of the hardships she suffered, in man\'s apparel, for eight years in different countries in the prosecution of a virtuous amour with Rockbartez, her escape from slavery with Sarpeta, her master\'s daughter, their flight into Persia, her accidental marriage there to Rockbartez, and return : interspersed with the story of Beaumont and Sarpeta / translated from the Spanish manuscript by R.P., gent.
440326	1751	La Solle, Henri-François de,	Memoirs of a man of pleasure,  or The adventures of Versorand.
440327	1751	Cleland, John,	Memoirs of a Coxcomb.
440328	1751	La Solle, Henri-François de,	Memoirs of a man of pleasure :  or The adventures of Versorand.  v.1, v. 2.
440329	1752		Memoirs of the life and actions of Charles Osborn, Esq., natural son of the E--l of A------e containing an account of his polite education, his loss of a vast estate left him by his father, his distress, till relieved by an unknown lady, by whom he had seven children before he ever saw her, his extravagancies, his eight several marriages, his intrigues, his turning priest, with the vast fluctuation of his fortune, till resolving to live soberly, he not only married the unknown lady, but became possessed of the great estate he had lost, and made restitution / written by himself in the decline of life.
440330	1753		The Memoirs of Fidelio and Harriot wherein the contrast between virtue and vice is fully exhibited from a real fact transacted in the year 1720 : preserved in the original manuscript of Mrs. Harvey.
440331	1751	Crébillon, Claude-Prosper Jolyot de,	The wanderings of the heart and mind, or, the memoirs of Mr. de Meilcour translated from the French of Mr. de Crebillon the son.
440332	1825	Brackenridge, H. H.	Modern chivalry: containing the adventures of a captain, and Teague O\'Regan, his servant. By H. H. Brackenridge.
440333	1806	Opie, Amelia	Simple tales
440334	1818	Opie, Amelia	New tales by Mrs. Opie
440335	1788	Wollstonecraft, Mary,	Original stories, from real life : with conversations, calculated to regulate the affections, and form the mind to truth and goodness.
440336	1796	Wollstonecraft, Mary,	Original stories from real life: with conversations, calculated to regulate the affections, and form the mind to truth and goodness.
440337	1718	Behn, Aphra	Memoirs of the court of the king of Bantam.
440338	1718	Behn, Aphra	The adventure of the black lady.
440339	1700	Behn, Aphra	[Novels]
440340	1700	Behn, Aphra	[Novels]
440341	1718	Behn, Aphra	The fair jilt; or, Prince Tarquin.
440342	1718	Behn, Aphra	The history of Oroonoko; or the royal slave.
440343	1718	Behn, Aphra	The lover\'s watch; or, the art of making love: being rules for courtship for every hour of the day and night.
440344	1718	Behn, Aphra	The lucky mistake.
440345	1718	Behn, Aphra	The nun; or, the perjured beauty.
440346	1700	Behn, Aphra	[Novels]
440347	1698	Behn, Aphra	[Novels]
440350	1700	Behn, Aphra	[Novels]
440351	1700	Behn, Aphra	
440352	1718	Behn, Aphra	Agnes de castro; or, the force of generous love.
440353	1718	Behn, Aphra	The ladies looking-glass to dress themselves by; or, the whole art of charming all mankind.
440354	1822	Wright, Frances,	A few days in Athens, being the translation of a Greek manuscript discovered in Herculaneum. By Frances Wright.
440355	1754	Le Camus, Antoine,	Abdeker, or, The art of preserving beauty :  translated from an Arabic manuscript.
440356	1791	Johnson, Samuel	The prince of Abissinia: A tale
440357	1824		Adsonville, or, Marrying out: a narrative tale
440358	1814	Hervey, Elizabeth,	Amabel, or, Memoirs of a woman of fashion in four volumes. Vol. I-IV / By Mrs. Hervey, author of The Mourtray family, &c.
440360	1808	Corp, Harriet.	An antidote to the miseries of human life : in the history of the widow Placid and her daughter Rachael.
440361	1799	Chetwood, W.R. (William Rufus),	The voyages and adventures of Captain Robert Boyle : in several parts of the world. Intermixed with the story of Miss Villars, an English lady, with whom he made his surprising escape from Barbary. Likewise including the history of an Italian captive, and the life of Don Pedro Aquilio, &c. Full of various and amazing turns of fortune.
440362	1752	Goodall, William.	The adventures of Capt. Greenland: written in imitation of all those wise, learned, witty, and humorous authors, who either already have, or hereafter may write in the same stile and manner.
440363	1752		Clio, or, A secret history of the life and amours of the late celebrated Mrs. S---n---m / written by herself in a letter to Hillarius.
440364	1751		Constantia, or, A true picture of human life represented in fifteen evening conversations after the manner of Boccace : in two volumes : to which is prefixed, a short discourse on novel writing.
440365	1753	Smollet, Tobias	The adventures of Ferdinand Count Fathom  By the author of Roderick Random ; In two volumes.
440366	1753	Smollet, Tobias	The adventures of Ferdinand Count Fathom  By the author of Roderick Random ; In two volumes.
440367	1752	Fielding, Sarah	Familiar letters between the principal characters in David Simple and some others  being a sequel to his adventures : to which is added, A vision / by the author of David Simple.
