id	author name	title catalog	pub date
ocm08634631 	Sidney, Philip Francis	The ruling passion : a comic story of the sixteenth century / revived, revised, and edited by Philip Francis Sidney.	1821
ocm07075573 	Smith, Charlotte	The banished man. A novel. By Charlotte Smith ...	1794
ocm07075706 	Smith, Charlotte	Celestina. A novel ... By Charlotte Smith ...	1791
ocm07075724 	Smith, Charlotte	Desmond : a novel / by Charlotte Smith.	1792
ocm65625364 	Smith	A family story / by Mr. Smith.	1800
ocm31393385 	Smith, Charlotte	The letters of a solitary wanderer : containing narratives of various description / by Charlotte Smith.	1800
ocm06883452 	Smith, Charlotte	Marchmont : a novel / by Charlotte Smith.	1796
ocn877490859	Smith, Charlotte	Montalbert. A novel By Charlotte Smith. In three volumes. ...	1795
ocm24584830 	Smith, Charlotte	Montalbert : a novel / by Charlotte Smith ; in two volumes, vol. I[-II].	1795
ocn228749189	Smith, Charlotte	The old manor house. A novel, in four volumes. By Charlotte Smith. ...	1793
ocm07071452 	Smith, Charlotte	The republican\\\'s mistress; a novel founded upon facts. By Charlotte Smith ...	1821
ocn252091768	Smith, Charlotte	The wanderings of Warwick / by Charlotte Smith.	1794
ocm00965816 		Tales of terror : with an introductory dialogue.	1801
ocm00742172 	Lewis, M. G	Tales of wonder; / written and collected by M.G. Lewis ... ; In two volumes.	1801
ocm13379341 	Tempest, Basil	The vallies; or, Scenes and thoughts from secluded life.	1827
ocm09930143 	Temple, Edmond	The life of Pill Garlick; rather a whimsical sort of fellow.	1813
ocn187451781	Charlotte Elizabeth	The Rockite : an Irish story / by Charlotte Elizabeth.	1829
ocm70516068 	Trelawney, Anne	Characters at Brighton : a novel in four volumes / by Anne Trelawney, author of The Offspring of Mortimer, & c &c.	1808
ocm10377134 	Walker, George	The vagabond : a novel / by George Walker.	1800
ocm01180901 	Ward, Catherine G	The cottage on the cliff : a sea-side story / by Catherine G. Ward.	1823
ocm78001274 	Ward, Catherine G	The daughter of St. Omar : a novel in two volumes / by Catharine G. Ward.	1810
ocn187453083	Ward, Catherine G	The fisher\\\'s daughter, or The wanderings of Wolf, and the fortunes of Alfred : being the sequel to that so greatly admired and popular work, entitled, the cottage on the cliff, or A seaside story / by Mrs. Catherine G. Ward.	1824
ocm22774772 	Ward, Catherine G	The forest girl, or, The mountain hut : an original and interesting domestic tale / by Catherine G. Ward.	1826
ocm21618027 	West, Jane	The advantages of education, or, The history of Maria Williams : a tale for very young ladies / by the author of A gossip\\\'s story, A tale of the times, &c.	1803
ocm59222208 		The Woman of genius.	1821
ocm43388336 	Wyss, Johann David	The Swiss family Robinson ; or, Adventures of a father and mother and four sons in a desert island : the genuine progress of the story forming a clear illustration of the first principles of natural history, and many branches of science which most immediately apply to the business of life. : To which are added, notes of reference, explanatory of the subjects treated of. : With plates, and a map of the island.	1824
429311	Johnson, R.	The blossoms of morality : intended for the amusement and instruction of young ladies and gentlemen / by the editor of The looking-glass for the mind.	1810
429368	Gessner, Salomon	Rural poems: translated from the original German of M. Gesner.	1796
429890		Monimia : a novel, in two volumes.	1791
429975		Stellins, or The new Werther : in two volumes.	1793
430658	Bolas, Thomas	The English merchant, or, The fatal effects of speculation in the funds / by Thomas Bolas.	1795
430719		The new novelist, or, Entertaining chronicle : containing the works of the most eminent authors, admired for their literary productions.	1795
430720	Liomin, Louis-Augustin	The shepherdess of Aranville : a romance / translated from the French of M. Liomin.	1794
430787	Pigott, Harriet	The labyrinths of life : a novel / by the author of Excessive sensibility, and Fatal follies : in four volumes.	1791
431313	Carver	The horrors of Oakendale Abbey / by the author of Elizabeth.	1797
432067	Lee, Harriet	Canterbury tales ...	1797
432071	Burney, Frances	Camilla: or, A picture of youth. By the author of Evelina, and Cecilia ...	1796
432088	Bage, Robert	Hermsprong, or, Man as he is not : a novel, in three volumes / by the author of Man as he is.	1796
432159	Belknap, Jeremy	The foresters, an American tale: being a sequel to the history of John Bull, the clothier. In a series of letters to a friend.	1796
432528	Brown, Charles Brockden	Arthur Mervyn; or, Memoirs of the year 1793.	1799
432561	Smith, Charlotte Turner	Desmond : a novel / by Charlotte Smith.	1792
432908	Godwin, William	Things as they are; or, The adventures of Caleb Williams. By William Godwin ...	1796
432910	Mercier, Louis-SeÌbastien	Memoirs of the year two thousand five hundred ... Tr. from the French, by W. Hooper, M. A.	1795
432911	Pye, Henry James	The democrat; or Intrigues and adventures of Jean le Noir, : from his inlistment as a drummer in General Rochembeau\\\'s army, and arrival in Boston, to his being driven from England in 1795, after having borne a conspicuous part in the French Revolution, and after a great variety of enterprizes, hazards and escapes during his stay in England, where he was sent in quality of democratic missionary. : In two volumes. Vol. I[-II]. : [Four lines of verse]	1795
435903	Malory, Thomas	The history of the renowned Prince Arthur, king of Britain; with his life and death, and all his glorious battles.  Likewise, the noble acts and heroic deeds of his valiant knights of the Round Table.	1816
436163		The Irish emigrant. An historical tale founded on fact, by an Hibernian [pseud.]	1817
437873	Ashe, Thomas	The spirit of "The book", or, Memoirs of Caroline princess of Hasburgh : a political and amatory romance : in one volume / edited by Thomas Ashe.	1812
438976	Scott, Walter	Paul\\\'s letters to his kinsfolk.	1816
59364		Abstract : a character from life, in two volumes.	1797
105751		The Wreath of friendship, or A return from India : a novel, in a series of letters : in three volumes.	1790
