id	author name	title catalog	pub date
260992	Bigland, John	The philosophical wanderers, or, The history of the Roman tribune, and the priestess of Minerva : exhibiting the vicissitudes that diversify the fortunes of nations and individuals / by John Bigland.	1811
261004	Waterhouse, Benjamin	A journal of a young man of Massachusetts : late a surgeon on board an American privateer, who was captured at sea by the British, in May, eighteen hundred and thirteen, and was confined first, at Melville island, Halifax, then at Chatham, in England, and last, at Dartmoor prison : interspersed with observations, anecdotes and remarks, tending to illustrate the moral and political characters of three nations : to which is added, a correct engraving of Dartmoor prison, representing the massacre of American prisoners / written by himself.	1816
261006	Erskine, Thomas Erskine	The second part of Armata.	1817
261007	Cervantes Saavedra, Miguel de	Don Quixote de la Mancha / translated from the original Spanish of Miguel de Cervantes Saavedra by Charles Jarvis ; embellished with twenty-four highly finished engravings, from drawings designed expressly for this edition.	1819
261008	Hervey, Elizabeth	Amabel, or, Memoirs of a woman of fashion / By Mrs. Hervey.	1814
261009	Johnson, Samuel	The history of Rasselas, Prince of Abyssinia : A tale / By Samuel Johnson, LL.D.	1812
261010	Smith, Charlotte Turner	Ethelinde, or, The recluse of the lake : a novel / by Charlotte Smith.	1814
261011	Ashe, Thomas	The spirit of The book, or, Memoirs of Caroline princess of Hasburgh : a political and amatory romance : in one volume / edited by Thomas Ashe.	1812
261012	Morgan	Florence Macarthy : an Irish tale / by Lady Morgan.	1818
261013	Morgan	O\\\'Donnel : a national tale / by Lady Morgan, (late Miss Owenson).	1814
261014	Lawrence, James	The empire of the Nairs, or, The rights of women : An Utopian romance, in twelve books / by James Lawrence.	1811
261015	High Dutch gentleman	Rabelais the Younger, or, The history of some cities and of several wonderful men and ladies in the western world / written by a High Dutch gentleman and his sweetheart, Callipyga Softbones.	1819
261016		True and infernal friendship, or, The wisdom of Eve : and The character of the serpent, with the situations, joys, and loss of Paradise ...	1813
261017	Clopper, Jonas	Fragments of the history of Bawlfredonia : containing an account of the discovery and settlement, of that great southern continent : and of the formation and progress of the Bawlfredonian commonwealth / By Herman Thwackius ; Translated from the original Bawlfredonian manuscript, into the French language, by Monsieur Traducteur, and rendered into English, by a citizen of America..	1819
261018	Fidfaddy, Frederick Augustus	The adventures of Uncle Sam in search after his lost honor / by Frederick Augustus Fidfaddy.	1816
261019	Irving, Washington	Salmagundi, or, the whim-whams and opinions of Launcelot Langstaff, Esq. and others.	1814
261020	Irving, Washington	A history of New York, from the beginning of the world to the end of the Dutch dynasty : containing among many surprising and curious matters, the unutterable ponderings of Walter the Doubter, the disastrous projects of William the Testy, and the chivalric achievements of Peter the Headstrong, the three Dutch governors of New-Amsterdam : being the only authentic history of the times that ever hath been published / by Diedrich Knickerbocker.	1812
261021	Irving, Washington	The sketch book of Geoffrey Crayon, gent. : No. I[-VII].	1819
261022	Irving, Washington	The sketch book of Geoffrey Crayon, gent. : No. I[-VII].	1819
261023	Irving, Washington	The sketch book of Geoffrey Crayon, gent. : No. I[-VII].	1819
261024	Irving, Washington	The sketch book of Geoffrey Crayon, gent. : No. I[-VII].	1819
261025	Irving, Washington	The sketch book of Geoffrey Crayon, gent. : No. I[-VII].	1819
261026	Irving, Washington	The sketch book of Geoffrey Crayon, gent. : No. I[-VII].	1819
261027	Irving, Washington	The sketch book of Geoffrey Crayon, gent. : No. I[-VII].	1819
261028	Irving, Washington	The sketch book of Geoffrey Crayon, gent. : No. I[-VII].	1819
261029	Irving, Washington	The sketch book of Geoffrey Crayon, gent. : No. I[-VII].	1819
261030	Knapp, Samuel L	Extracts from the journal of Marshal Soult : addressed to a friend : how obtained, and by whom translated is not a subject of enquiry.	1817
261031	Rowson	Sarah, or the Exemplary wife / By Susanna Rowson.	1813
261032	Paulding, James Kirke	The diverting history of John Bull and Brother Jonathan / by Hector Bull-us.	1812
261033		The Old bachelor.	1814
261034	Weems, M. L	God\\\'s revenge against adultery : awfully exemplified in the following cases of American crim. con. I. The accomplished Dr. Theodore Wilson, (Delaware,) who for seducing Mrs. Nancy Wiley, had his brains blown out by her husband. II. The elegant James O\\\'Neale, Esq. (North Carolina,) who for seducing the beautiful Miss Matilda L\\\'Estrange, was killed by her brother / By Mason L. Weems, author of The life of Washington.	1816
261035	Weems, M. L	God\\\'s revenge against gambling : exemplified in the miserable lives and untimely deaths of a number of persons of both sexes, who had sacrificed their health, wealth, and honor at gaming tables : with curious anecdotes ... / by M.L. Weems.	1818
261036	Botsford	Adelaide : a new and original novel / by a lady of Philadelphia.	1816
261037	Brackenridge, H. H	Modern chivalry : containing the adventures of a captain, and Teague O\\\'Regan, his servant / By H.H. Brackenridge.	1815
261038	Weems, M. L	God\\\'s revenge against murder, or, The drown\\\'d wife : a tragedy as lately performed ... by Ned Findley ... / by M.L. Weems.	1818
261039	Strong, Titus	The common reader : consisting of a variety of pieces, original and selected : intended for the use of schools, and particularly calculated for the improvement of scholars of the first & second classes in the art of reading / by T. Strong.	1818
261040	Waterhouse, Benjamin	A journal of a young man of Massachusetts : late a surgeon on board an American privateer, who was captured at sea by the British, in May, eighteen hundred and thirteen, and was confined first, at Melville island, Halifax, then at Chatham, in England, and last, at Dartmoor prison : interspersed with observations, anecdotes and remarks, tending to illustrate the moral and political characters of three nations : to which is added, a correct engraving of Dartmoor prison, representing the massacre of American prisoners / written by himself.	1816
261041		The History of Capt. Thomas Parismas : containing a particular account of the cruel and barbarous treatment of a young lady, who was the wife of Mr. James Negotio, a merchant, in the East Indies ...	1812
261042	Neal, John	Keep cool : a novel / written in hot weather, by somebody, M.D.C. &c. &c. &c. author of sundry works of great merit, never published, or read, from his-story ; reviewed by -- himself -- ""Esquire""."	1817
261043	Sabin, Elijah R	The life and reflections of Charles Observator : in which are displayed the real characters of human life / by Elijah R. Sabin.	1816
261044	Finch, John	The Soldier\\\'s orphan : a novel.	1812
261045	Burney, Sarah Harriet	Geraldine Fauconberg  / by Miss Burney.	1817
261046	Tyler, Royall	The Algerine captive, or, The life and adventures of Doctor Updike Underhill, six years a prisoner among the Algerines.	1816
261047	Woodworth, Samuel	The champions of freedom, or, The mysterious chief : a romance of the nineteenth century, founded on the events of the war, between the United States and Great Britain, which terminated in March, 1815 / By Samuel Woodworth.	1816
261048	Hutton, Catherine	The miser married : a novel : in two volumes / by Catherine Hutton.	1814
261049	Hutton, Catherine	Oakwood Hall : a novel : including a description of the lakes of Cumberland and Westmoreland, and a part of South Wales / By Catherine Hutton.	1819
261050	Lockhart, J. G	Peter\\\'s letters to his kinsfolk.	1819
261051	Johnstone, C. I	Clan-Albin : a national tale : four volumes in three.	1815
261052	Morgan	Florence Macarthy : an Irish tale / by Lady Morgan.	1819
261053	Edgeworth, Maria	Comic dramas : in three acts / by Maria Edgeworth.	1817
261054	Walker, George	The vagabond, or, Practical infidelity : a novel / by George Walker.	1814
261055	Author of The Greeks	Life high & low / by the author of The Greeks, Pigeons, Fashion, To night, Ton, Modern belles, Modern beaux, Dress and address, &c. ; embellished with humorous coloured plates.	1819
261056	Hofland	The son of a genius : a tale for the use of youth / by the author of The history of an officer\\\'s widow and family, Clergyman\\\'s widow and family, Daughter-in-law, etc. etc.	1818
261060	Chateaubriand, FrancÃßois-ReneÃÅ	Atala : or, The love and constancy of two savages in the desert / translated from the French of F.A. Chateaubriand by Caleb Bingham.	1814
261063	Richmond, Legh	The dairyman\\\'s daughter : an authentic and interesting narrative in two parts.	1819
261064	Sabbath school teacher	A visit to a Sabbath evening school : a narrative for children / by a Sabbath school teacher.	1818
261065		Memoirs of Catharine Mason and Julia Mills.	1818
261066	Cunningham, J. W	Sancho, or, The proverbialist / by J.W. Cunningham.	1817
261072	StaeÃàl	Zulma, and other tales : to which is prefixed an essay on fictions / By the Baroness de Stael Holstein ; Translated from the French.	1813
261073	Genlis, SteÃÅphanie FeÃÅliciteÃÅ	Sainclair, or The victim to the arts and sciences, and Hortense, or The victim to novels and travel : A novel, in two volumes / Translated from the French of Madame de Genlis by Archibald Haralson ; To which is prefixed, a tale of the celebrated M. Florian, entitled Claudine, or The Savoyarde.	1813
261074	Cottin	Elizabeth, or, The exiles of Siberia : A tale founded upon facts / From the French of Madame Cottin.	1815
261075		The old bachelor.	1818
261076		Comic tales in prose and verse : comprising a selection from the most celebrated authors.	1814
261077	Brydges, Egerton	Archaica : Containing a reprint of scarce old English prose tracts / With prefaces, critical and biographical, by Sir E. Brydges, bart., M.P.	1815
261078	Montolieu, Isabelle de	Sentimental anecdotes / by Madame de Montolieu ; translated from the French by Mrs. Plunkett, formerly Miss Gunning.	1812
261079	Dorset, Catherine Ann Turner	Think before you speak, or, The three wishes : a tale / by the author of the Peacock at home.	1810
261080		The Blackbird\\\'s nest : a tale.	1812
261081	Campbell, John	Worlds displayed, for the benefit of young people, by a familiar history of some of their inhabitants.	1819
261082	Swift, Jonathan	Gulliver\\\'s travels into several remote nations of the world / By Jonathan Swift ... With a sketch of his life.	1815
261083	Peacock, Thomas Love	Melincourt / By the author of Headlong Hall.	1817
261084	Author of The citizen\'s daughter	My bird and my dog : a tale for youth / by the author of the Citizen\\\'s daughter, Idiot heiress, &c.	1816
261085	Taylor, Jefferys	Harry\\\'s holiday, or, The doings of one who had nothing to do / by Jefferys Taylor ; with a preface by Miss Jane Taylor, author of Nursery rhymes, Hymns for infants, &c	1818
261086		Varieties of life, or, Conduct and consequences : A novel / By the author of ""Sketches of character."	1815
261088		The Affecting narrative of Peggy and Patty Summers, or, The sisters of Ashdale : their unfortunate meeting with Capt. Jackall at Carlisle, who personated their brother : His introducing them to Lord Racket, (who he was employed by) as an acquaintance of his : the abominable art used to ruin them : and an account of their father\\\'s journey to London, His finding them in keeping, and not being able to get access to them was the cause of his death.	1810
261089	Edgeworth, Maria	The Absentee : a tale / by Miss Edgeworth.	1812
261090	Juvenis	Mary and Fanny : A narrative / By Juvenis [pseud.] ...	1816
261091	Beckford, William	Vathek : translated from the original French.	1816
261092	Richardson, Samuel	The history of Sir Charles Grandison / abridged from the works of Samuel Richardson.	1812
261094		Memoirs of Oliver Cromwell and his children / supposed to be written by himself.	1816
261095	Budden, Maria Elizabeth	True stories, from ancient history : chronologically arranged : from the creation of the world to the death of Charlemagne / by the author of ""Always happy,"" &c."	1819
261096	Edgeworth, Maria	Belinda / Maria Edgeworth.	1810
261097	Erskine, Thomas Erskine	Armata : a fragment.	1817
261098	Erskine, Thomas Erskine	The second part of Armata.	1817
261099	Weems, M. L	The drunkard\\\'s looking glass : reflecting a faithful likeness of the drunkard, in sundry very interesting attitudes, with lively representations of the many strange capers which he cuts at different stages of his disease : as first, when he has only ""a drop in his eye,"" second, when he is ""half shaved,"" third, when he is getting ""a little on the staggers or so,"" and fourth, and fifth, and so on, till he is ""quite capsized,"" or ""snug under the table with the dogs,"" and can ""stick to the floor without holding on."" / By M.L. Weems ..."	1818
261100	Weems, M. L	God\\\'s revenge against adultery : awfully exemplified in the following cases of American crim. con. I. The accomplished Dr. Theodore Wilson, (Deleware,) who for seducing Mrs. Nancy Wiley, had his brains blown out by her husband. II. The elegant James O\\\'Neale, Esq. (North Carolina,) who for seducing the beautiful Miss Matilda L\\\'Estrange, was killed by her brother / By Mason L. Weems, author of The life of Washington.	1818
261102	Hughs	The ornaments discovered : a story, in two parts / by the author of Aunt Mary\\\'s tales.	1815
261103	Galt, John	The history of Gog and Magog, the champions of London : containing an account of the origin of many things relative to the city : a tale / by Robin Goodfellow, author of The rocking horse.	1819
261104	Cunningham, J. W	The velvet cushion.	1814
261105	Knight, Ellis Cornelia	Dinarbas : a tale.	1813
276043	Corp, Harriet	A sequel to the Antidote to the miseries of human life, containing a further account of Mrs. Placid and her daughter Rachel.	1814
276045	Brooke, Frances	A year and a day : a novel / by Madame Panache.	1818
276046	West	Alicia de Lacy : an historical romance / by the author of ""The loyalists,"" &c."	1814
276061	Scott, Walter	Peveril of the Peak / By the author of ""Waverley, Kenilworth,"" &c. In three volumes."	1823
276063	Edgeworth, Maria	Patronage / by Maria Edgeworth.	1814
276069		National tales.	1825
276072	Brackenridge, H. H	Modern chivalry : containing the adventures of a captain and     Teague O\\\'Regan, his servant / By H. H. Brackenridge, ... With the last corrections and additions of the author. ...	1819
276075	Meeke, Mary	Midnight weddings : a novel / by Mrs. Meeke.	1814
276087	Grosse, Carl	Horrid mysteries : a story / from the German of the Marquis of Grosse by P. Will : in four volumes.	1796
276092	Roberts	Duty : a novel / by the late Mrs. Roberts ... interspersed with poetry and preceded by a character of the author by Mrs. Opie.	1814
276093	Murray, Hugh	Corasmin, or, The minister : a romance / by the author of the Swiss emigrants.	1814
276097	Hanway, Mary Ann	Christabelle, the maid of Rouen : a novel founded on facts / by Mrs. Hanway.	1814
276103		Bannockburn : a novel : being a sequel to The Scottish Chiefs by Miss Jane Porter.	1822
276105	Cambon	Young Grandison : a series of letters from young persons to their friends / translated from the Dutch of Madame de Cambon, with additions and improvements : in two volumes.	1790
276109	Burney, Fanny	The wanderer, or, Female difficulties / by the author of Evelina, Cecilia, and Camilla.	1814
276110	Burney, Fanny	The wanderer, or, Female difficulties / by Madame d\\\'Arblay, author of Evelina, Cecilia, and Camilla.	1814
276114	Porter, Anna Maria	The recluse of Norway / by Miss Anna Maria Porter.	1814
276142	Burney, Sarah Harriet	Tales of fancy / by S. H. Burney. ...	1816
276148	Hawkins, Laetitia Matilda	Rosanne, or, A father\\\'s labour lost / by Laetitia-Matilda Hawkins.	1814
276150	Weston, Anna Maria	Pleasure and pain, or The fate of Ellen : a novel / by Anna Maria Weston.	1814
276155	Battersby, John	Tell-tale sophas : an eclectic fable in three volumes : Founded on anecdotes, foreign and domestic / By John Battersby.	1814
279595	Bird, Robert Montgomery	Nick of the woods, or the jibbenainosay / A tale of Kentucky ; in two volumes.	1837
374838	Bacon, Delia Salter	The bride of Fort Edward : founded on an incident of the Revolution.	1839
374841	Bokum, Hermann	Never despair : A tale of the emigrants. Founded on fact.	1837
374924		The brigantine: or, Admiral Lowe. A tale of the 17th century. By an American.	1839
374930	Brownson, Orestes Augustus	Charles Elwood: or, the infidel converted. By O.A. Brownson.	1840
374933	Bradbury, Osgood	Mysteries of Lowell.	1844
374934	Briggs, Charles F	Working a passage, or, Life in a liner : published for the benefit of young travellers / by B.C.F.	1844
374935	Ashby	Helen Howard, or The bankrupt and broker : A tale of New England / By Professor Ashby.	1845
374936		Autobiography of a reformed drunkard, or, Letters and recollections by an inmate of the Alms-House.	1845
374937	Ballou, Maturin Murray	Fanny Campbell: or, The female pirate captain. A tale of the Revolution. By Lieutenant Murray.	1844
374938	Ballou, Maturin Murray	Albert Simmons; or, The midshipman\\\'s revenge. A tale of land & sea. By Frank Forester.	1845
374939	Ballou, Maturin Murray	Fanny Campbell, the female pirate captain. A tale of the Revolution. By Lieutenant Murray.	1845
374940	Ballou, Maturin Murray	The naval officer, or, The pirate\\\'s cave : a tale of the last war / by Lieutenant Murray.	1845
374941	Barker, B	Cecilia: or, The white nun of the wilderness. A romance of love and intrigue. By Benjamin Barker.	1845
374942	Barker, B	Emily Elwood, or, The hermit of the crags : A romance of the last war / by Benjamin Barker.	1845
374943	Barker, B	Mary Moreland: or The fortunes and misfortunes of an orphan. By Benjamin Barker.	1845
374945	Ballou, Maturin Murray	The child of the sea, or The smuggler of Colonial times. And The love test. By Lieutenant Murray.	1846
374947	Bradbury, Osgood	Monira; or, The wandering heiress.	1845
374948	Barker, B	Clarilda; or, The female pickpocket. A romance of New York City. By B. Barker.	1846
374949	Ballou, Maturin Murray	The gipsey: or, The robbers of Naples. A story of love and pride. By Lieutenant Murray.	1847
374950	Ballou, Maturin Murray	Roderick the rover: or, The spirit of the wave / by Lieutenant Murray.	1847
374952	Ballou, Maturin Murray	The Spanish musketeer. A tale of military life. By Lieutenant Murray.	1847
374953	Bird, Robert Montgomery	Calavar, or, The knight of the conquest : a romance of Mexico / By R. M. Bird.	1847
374956	Bryant, John D	Pauline Seward. A tale of real life. By John D. Bryant.	1847
374957	Ashland, Aria	Dark Sybil: or, The fortunes of the Catherwoods. By Aria Ashland.	1848
374958	Ballou, Maturin Murray	Red Rupert, the American buccaneer. A tale of the Spanish Indies. By Lieutenant Murray.	1848
374959	Bennett, Emerson	Kate Clarendon: or, Necromancy in the wilderness. A tale of the Little Miami. By Emerson Bennett.	1848
374961	Ballou, Maturin Murray	Albert Simmons, or, The midshipman\\\'s revenge : a tale of land and sea / by Lieutenant Murray.	1849
374962	Ballou, Maturin Murray	Roderic the rover; or, the spirit of the wave / by Lieutenant Murray.	1849
374963	Ballou, Maturin Murray	The Spanish musketeer, a tale of military life / By Lieutenant Murray.	1849
375219	Batchelder, Eugene	A romance of the sea serpent, or, The ichthyosaurus. [By Wave, pseud.]  Also, a collection of the ancient and modern authorities, with letters from distinguished merchants and men of science.	1849
375220	Briggs, Emily Edson	Ellen Parry; or, Trials of the heart. By Olivia [pseud.].	1850
375221	Ballou, Maturin Murray	The naval officer: or, The pirate\\\'s cave : a thrilling story of the last war / by Lieutenant Murray.	1852
375224	Bacon, Delia Salter	Tales of the puritans : The regicides, The fair pilgrim, Castine.	1831
375225		The Atlantic club-book : being sketches in prose and verse / by various authors. In two volumes.	1834
375230	Bache, Anna	The fire-screen, or Domestic sketches / By Mrs. Anna Bache.	1841
375233	Brown, John Walker	Julia of Baiae; or, The days of Nero. A story of the martyrs.	1843
375235	Ballou, Maturin Murray	Fanny Campbell: the female pirate captain : a tale of the revolution / by Lieutenant Murray.	1849
375432	Brackenridge, H. H	Modern chivalry: containing the adventures of Captain John Farrago, and Teague Oregan, his servant. Volume I[-IV]. By H.H. Brackenridge. [One line in Latin from Juvenal] Entered according to act of Congress.	1792
375490	Brown, Charles Brockden	Wieland; or The transformation. An American tale. [Four lines of verse] Copy-right secured.	1798
375693	Bleecker, Ann Eliza	The posthumous works of Ann Eliza Bleecker, in prose and verse. To which is added, a collection of essays, prose and poetical, by Margaretta V. Faugeres.	1793
375707	Bird, Robert Montgomery	Sheppard Lee. / Written by himself. In two volumes.	1836
375791	Brown, Charles Brockden	Arthur Mervyn, or, Memoirs of the year 1793 / by Charles Brockden Brown.	1827
375854		The American bee; a collection of entertaining histories. Selected from different authors, and calculated for amusement and instruction.	1797
375855	Brackenridge, H. H	Modern chivalry, containing the adventures of a captain, and Teague O\\\'Regan, his servant. / By H. H. Brackenridge.	1825
375858	Brown, Charles Brockden	Ormond; or the secret witness. By the author of Wieland; or The transformation.	1799
375929	Botsford	The reign of reform, or Yankee Doodle court / by a lady.	1830
376220		Edgar Huntly; or, Memoirs of a sleep-walker. To which is annexed, The death of Cicero, a fragment. By the author of Arthur Mervyn, Wieland, Ormond, &c. Vol. III.	1799
376226	Brown, Charles Brockden	Jane Talbot: a novel/ by the author of Arthur Mervyn, Wieland, Ormond, Edgar Huntley, and Clara Howard.	1801
376344	Brown, Charles Brockden	Arthur Mervyn ; or, Memoirs of the year 1793 / by Charles Brockden Brown.	1827
376394	Brown, Charles Brockden	Edgar Huntly, or memoirs of a sleep walker / by Charles Brockden Brown.	1827
376395	Bird, Robert Montgomery	Calavar; or, The knight of the conquest : a romance of Mexico.	1834
376396	Bird, Robert Montgomery	The hawks of hawk-hollow : A tradition of Pennsylvania / In two volumes.	1835
376408	Brown, Charles Brockden	Jane Talbot: a novel/ by the author of Arthur Mervyn, Wieland, Ormond, Edgar Huntley, and Clara Howard.	1801
376409	Bird, Robert Montgomery	The infidel, or, the fall of Mexico. A romance / by the author of ""Calavar""."	1835
376580	Bird, Robert Montgomery	The infidel, or, the fall of Mexico : A romance / by the author of ""Calavar""."	1835
376602		Blackbeard : a page from the colonial history of Philadelphia.	1835
376702	Bird, Robert Montgomery	Peter Pilgrim, or, A rambler\\\'s recollections / by the author of ""Calavar,"" ""Nick of the woods,"" &c."	1838
376788	Bird, Robert Montgomery	The adventures of Robin Day.	1839
377334		Adventures in a castle : An original story / written by a citizen of Philadelphia.	1806
377351	Bradbury, Osgood	The distiller’s daughter, or, The power of woman / by the author of The mysteries of Boston.	1844
377362	Brackenridge, H. H	Modern chivalry: containing the adventures of a captain, and Teague O\\\'Regan, his servant / By H. H. Brackenridge. Volume I.	1808
377373	Bloodgood, S. DeWitt	A sketch of the olden time, or, General Lee\\\'s farewell dinner, at New-York ; founded on fact. Being the first of a series of Revolutionary tales / by an antiquary.	1829
377404	Bird, Robert Montgomery	The hawks of hawk-hollow : ib A tradition of Pennsylvania / ic In two volumes.	1835
377553	Abeel, David	The missionary convention at Jerusalem, or, An exhibition of the claims of the world to the gospel.	1838
377661	Botsford, Edmund	A spiritual voyage : performed in the ship Convert, under the command of Captain Godly-Fear, to the Haven of Felicity, on the continent of Glory. An allegory / by Edmund Botsford.	1819
377728	Hull, Edward	Adsonville: or Marrying out : A narrative tale.	1824
377751	Arthur, T. S	Tired of housekeeping / by T.S. Arthur.	1842
377769	Bar, M. Ro	Mary the maniac, or, The mother her own victim ; In eight letters to a young lady at the South / by M. Ro. Bar (Lev.) [pseud.].	1844
377773	Arthur, T. S	Lovers and husbands : a story of married life / by T. S. Arthur.	1845
377782	Arthur, T. S	The two merchants; or, Solvent and insolvent. / By T.S. Arthur.	1843
377783	Arthur, T. S	The maiden: a story for my young countrywomen. / By T.S. Arthur.	1845
377794	Belknap, Jeremy	The foresters, an American tale : Being a sequal [sic] to the History of John Bull the clotheir. In a series of letters to a friend.	1831
377800	Arthur, T. S	The heiress, by T.S. Arthur.	1845
377806	Belknap, Jeremy	The foresters, an American tale; being a sequel to the History of John Bull the clothier. In a series of letters to a friend. Published according to act of Congress.	1796
377812		Annette Warington; or Sequel to The black velvet bracelet. / By the author of \\\'Early impressions,\\\' \\\'Temptation,\\\' &c..	1832
377845	Bourne, George	Lorette : The history of Louise, daughter of a Canadian nun ; exhibiting the interior of female convents.	1833
377849	Brown, Charles Brockden	Wieland; or The transformation. An American tale. [Four lines of verse] Copy-right secured.	1798
377872	Brown, Charles Brockden	Arthur Mervyn; or, Memoirs of the year 1793. By the author of Wieland; and Ormond, or The secret witness. Copy-right secured.	1799
377906	Brown, Charles Brockden	Edgar Huntly; or, Memoirs of a sleep-walker. By the author of Arthur Mervyn, Wieland,--Ormond, &c. Vol I[-III].	1799
377909	Bickley, Lloyd Wharton	The aristocrat: : an American tale. / By the author of ""Zoe"", &c. In two volumes. Vol. I[-II]."	1833
378217	Brown, Charles Brockden	Clara Howard ; in a series of letters / by the author of Wieland.	1801
378273	Belknap, Jeremy	The foresters, an American tale: : being a sequel to the History of John Bull the clothier. In a series of letters to a friend.	1792
378280	Belknap, Jeremy	The foresters, an American tale: being a sequel to the History of John Bull the clothier. In a series of letters to a friend.	1792
378310	Arthur, T. S	Keeping up appearances; or, a tale for the rich and poor. / By T.S. Arthur.	1847
378334	Arthur, T. S	Riches have wings; or, A tale for the rich and poor. / By T.S. Arthur, author of ""Keeping up appearances,"" the ""Young music teacher,"" ""Lady at home,"" etc."	1847
378344	Arthur, T. S	Debtor and creditor; : a tale of the times. / By T.S. Arthur, author of ""Riches have wings,"" ""Rising in the world,"" ""Keeping up appearances,"" ""Making haste to be rich,"" etc."	1848
378355	Arthur, T. S	Making haste to be rich : or, The temptation and fall / by T.S. Arthur.	1848
378359	Arthur, T. S	Retiring from business: or, The rich man\\\'s error. / by T.S. Arthur, author of ""Keeping up appearances,"" ""The young music teacher,"" ""Lady at home,"" etc.."	1848
378367	Arthur, T. S	Married and single, or, Marriage and celibacy contrasted : in a series of domestic pictures / by T.S. Arthur.	1848
378745	Irving, Washington	A history of New York, from the beginning of the world to the end of the Dutch dynasty, containing among many surprising and curious matters, the unutterable ponderings of Walter the Doubter, the disastrous projects of William the Testy, and the chivalric achievements of Peter the Headstrong, the three Dutch governors of New Amsterdam; being the only authentic history of the times that ever hath been, or ever will be published, by Diedrich Knickerbocker.	1809
378748	Rowson, Susanna Haswell	Charlotte Temple : a tale of truth ..	1816
378758	Waterhouse, Benjamin	A journal, of a young man of Massachusetts, late a surgeon on board an American privateer, who was captured at sea by the British ... and was confined first, at Melville island, Halifax, then at Chatham, in England, and last, at Dartmoor prison : Interspered with observations, anecdotes and remarks, tending to illustrate the moral and political characters of three nations. To which is added, a correct engraving of Dartmoor prison, representing the massacre of American prisoners / Written by himself ..	1816
378774	Waln, Robert	The hermit in America on a visit to Philadelphia. Containing some account of the beaux and belles...of that famous city...Edited by Peter Atall, esq. [pseud.]	1819
378819	Foster, Hannah Webster	The coquette; or, The history of Eliza Wharton, a novel founded on fact. By a lady of Massachusetts.	1828
378851	Hall, James	The soldier\\\'s bride and other tales. By James Hall	1833
378880	Gilman, Caroline Howard	Recollections of a housekeeper, by Mrs. Clarissa Packard.	1834
378959	Irving, Washington	The sketch book of Geoffrey Crayon, gent. [pseud.] .	1819
378973	Irving, Washington	Bracebridge hall; or, The humorists. By Geoffrey Crayon, gent. [pseud.]	1822
379016	Irving, Washington	Tales of a traveller. By Geoffrey Crayon, gent. [pseud.]	1824
379041	Leslie, Eliza	Pencil sketches :  b or, Outlines of character and manners /  c by Miss Leslie.	1833
379054	Dunlap, William	Thirty years ago, or, The memoirs of a water drinker / by the author of ""Memoirs of George Frederick Cooke ..."	1836
379061	Smith, Seba	The select letters of Major Jack Downing [pseud.] : of the Dowingville militia, away down East, in the state of Maine / Written by himself ..	1834
379082	Irving, Washington,  d 1783-1859	The Crayon miscellany By the author of the Sketch book .	1835
379084	Sargent, Charles Lenox	The life of Alexander Smith, captain of the island of Pitcairn : one of the mutineers on board His Majesty\\\'s ship Bounty, commanded by Lieut. Wm. Blight / written by Smith himself, on the above island, and bringing the accounts from Pitcairn, down to the year 1815.	1819
379124	Irving, Washington	The sketch book of Geoffrey Crayon [i.e. W. Irving]	1824
379125	Dunlap, William	Thirty years ago, or, The memoirs of a water drinker / by the author of ""Memoirs of George Frederick Cooke ..."	1836
379150	Cooper, James Fenimore	The spy : a tale of the neutral ground.	1824
379157	Brackenridge, H. H	Modern chivalry : containing the adventures of a captain, and Teague O\\\'Regan, his servant / By H. H. Brackenridge ... [pt. 1]	1825
379183	Irving, Washington	A chronicle of the conquest of Granada / by Fray Antonio Agapida.	1829
379185	Irving, Washington	The Alhambra : a series of tales and sketches of the Moors and Spaniards / by the author of The sketch book ..	1832
379195	Longfellow, Henry Wadsworth	Outre-mer : a pilgrimage beyond the sea.	1835
379297	Cooper, James Fenimore	The Pioneers, or the sources of the Susquehanna : a descriptive tale / By the author of ""Precaution."	1825
379700	Bennett, Emerson	The trapper\\\'s bride : or, Spirit of adventure / by the author of The prairie bird. Letter-press Full Work	1848
379764	Ballou, Maturin Murray	Rosalette: or, The flower girl of Paris. : A romance of France. / By Lieutenant Murray, author of \\\'Fanny Campbell,\\\' \\\'The naval officer,\\\' \\\'The gipsey,\\\' \\\'The Spanish musketeer,\\\' \\\'Roderick the rover,\\\' \\\'The adventurer.\\\' etc. etc.	1848
379820	Arthur, T. S	Rising in the world; or, A tale for the rich and poor. / by T.S. Arthur, author of ""Keeping up appearances,"" ""Riches have wings,"" etc. etc."	1848
379836	Brackenridge, H. H	Modern chivalry : containing the adventures of a captain, and Teague O\\\'Regan, his servant / By H. H. Brackenridge. Volume I.	1804
379838	Arthur, T. S	Love in a cottage. / By T.S. Arthur, author of ""Insubordination, or The shoemaker\\\'s daughters,"" ""Arthur\\\'s temperance tales,"" ""The maiden,"" ""The wife,"" ""The mother,"" etc."	1848
379858	Averill, Charles E	The pirates of Cape Ann; or, The freebooter\\\'s foe. : A tale of land and water. / By Charles E. Averill, author of The secret service ship, The wreckers, etc., etc., etc..	1848
379884	Arthur, T. S	Temptations: : a story for the reformed, by T.S. Arthur. As originally published in the New-York Organ. Illustrated by seven original engravings by R. Major. With other tales..	1848
