id	title	author	date	a	b	c	d
ocm13310562 	Ringstead abbey; or, the stranger's grave. With other tales. By J. A. Sargant, author of ""A life of Archbishop Cranmer,"" &c. &c.	Sargant, J. A	1830	['Third-person']			
ocn892596217	Bardouc; or, the goat-herd of Mount Taurus: an eastern tale. Translated from the French of Adrien de Sarrazin.	Sarrazin, Adrien de	1815	['Third-person']			
ocm50917140 	Thornton abbey: a series of letters on religious subjects. Vol. I.	Satchel, John	1806	['Epistolary']	['Third-person']		
ocm13312753 	Truckleborough Hall; a novel. In three volumes.	Scargill, William Pitt	1827	['First-person']	['Letters']	['Poems']	
ocm38981912 	The fortunes of Nigel. By the author of ""Waverly, Kenilworth,"" &c.	Scott, Walter	1822	['Third-person']			
ocn191257087	The fortunes of Nigel. by the author of ""Waverley, Kenilworth,"" &c.	Scott, Walter	1822	['Third-person']	['Dramatic dialogue']		
ocm25074779 	The fortunes of Nigel. By the author of ""Waverly,"" ""Kenilworth,"" etc.	Scott, Walter	1822	['Third-person']			
ocm04635045 	The fortunes of Nigel, a romance, by the author of Waverley, Ivanhoe, &c. In two volumes. Vol. I.	Scott, Walter	1822	['Third-person']	['Dramatic Dialogue']	['Poems']	
ocm08634631 	The ruling passion. A comic story, of the sixteenth century. Revived, revised, and edited, by Philip Francis Sidney, author of ""The hermit in York,"" and various other popular works.	Sidney, Philip Francis	1821	['Third-person']			
ocm07075573 	The banished man. A novel. By Charlotte Smith. In four volumes. Volume I.	Smith, Charlotte	1794	['First-person']	['Letters']	['Poems']	
ocm07075706 	Celestina. A novel. In four volumes. By Charlotte Smith. Vol. I.	Smith, Charlotte	1791	['Third-person']	['Letters']	['Poems']	
ocm07075724 	Desmond. A novel, in three volumes. By Charlotte Smith. Volume I.	Smith, Charlotte	1792	['Epistolary']		['Poems']	
ocm65625364 	A family story, in three volumes. By Mr. Smith. Vol. I.	Smith	1800	['Third-person']			
ocm31393385 	The Letters of a solitary wanderer: containing narratives of various description. By Charlotte Smith. Vol. I.	Smith, Charlotte	1800	['First-person']	['Letters']	['Poems']	
ocm06883452 	Marchmont: a novel. By Charlotte Smith. In four volumes. Vol. I.	Smith, Charlotte	1796	['Third-person']	['Letters']	['Poems']	
ocn877490859	Montalbert. A novel. By Charlotte Smith. In three volumes. Vol. I.	Smith, Charlotte	1795	['Third-person']	['Letters']	['Poems']	['Journal entries']
ocm24584830 	Montalbert a novel. By Charlotte Smith. In two volumes. Vol. I.	Smith, Charlotte	1795	['Third-person']		['Poems']	
ocn228749189	The old manor house. A novel, in four volumes. By Charlotte Smith. Vol. I.	Smith, Charlotte	1793	['Third-person']	['Letters']	['Poems']	
ocm07071452 	The republican's mistress; a novel founded upon facts. By Charlotte Smith.	Smith, Charlotte	1821	['Third-person']	['Letters']		
ocn252091768	The wanderings of Warwick. By Charlotte Smith.	Smith, Charlotte	1794	['Third-person']		['Poems']	
ocm00965816 	Tales of terror; with an introductory dialogue.		1801	['Third-person']	['Dramatic dialogue']	['Poems']	['The narrative is written entirely in couplets.']
ocm00742172 	Tales of wonder; written and collected by M. G. Lewis, Esq. M.P. author of the monk, castle spectre, love of gain, &c. In two volumes.	Lewis, M. G	1801	['Third-person']	['Dramatic dialogue']	['Poems']	['All tales are written in verse.']
ocm13379341 	The vallies; or, scenes and thoughts from secluded life.	Tempest, Basil	1827	['Epistolary']		['Poems']	
ocm09930143 	The life of Pill Garlick; rather a whimsical sort of fellow.	Temple, Edmond	1813	['First-person']	['Dramatic dialogue', 'Letters']	['Poems', 'Ballads']	['Epigraph']
ocn187451781	The Rockite, an Irish story. By Charlotte Elizabeth, author of Osric, The system, Consistency, &c. &c.	Charlotte Elizabeth	1829		['Third-person']		
ocm70516068 	Characters at Brighton. A novel. In four volumes. By Anne Trelawney, author of the offspring of mortimer, &c. &c.	Trelawney, Anne	1808	['Third-person']	['Letters']		
ocm10377134 	The vagabond. A novel. By George Walker. Dedicated to the Lord Bishop of Landaff. First American, from the fourth English edition, with notes.	Walker, George	1800	['Third-person']			
ocm01180901 	Cottage on the cliff, a sea side story, by Catherine G. Ward, authoress of the mysterious marriage; family portraits; rose of Claremont: poems &c. &c.	Ward, Catherine G	1823	['Third-person']			
ocm78001274 	The daughter of St. Omar. A novel. In two volumes. by Catharine G. Ward.	Ward, Catherine G	1810	['Third-person']	['Letters']		
ocn187453083	The fisher's daughter. Or the wanderings of Wolf, and the fortunes of Alfred, being the sequel to that highly popular and admired work The Cottage on the Cliff. By Mrs. Catherine G. Ward. Authoress of the Mysterious Marriage, Family Portraits, Orphan Boy, Cottage on the Cliff, Poems, &c.	Ward, Catherine G	1824	['Epistolary']	['Letters']	['Poems']	
ocm22774772 	The forest girl, or the mountain hut: an original and interesting tale by Catherine G. Ward. Authoress of The mysterious marriage, Cottage on the cliff, The fisher's daughter, The thorn, &c. &c.	Ward, Catherine G	1826	['Third-person']	['Letters']	['Poems']	
ocm21618027 	The advantages of education; or the history of Maria Williams. A tale for very young ladies. In two volumes. By the author of A gossip's story, A tale of the times, &c.	West, Jane	1803	['First-person']	['Letters']	['Poems']	
ocm59222208 	The woman of genius. In three volumes.		1821	['Third-person']	['Letters']	['Poems']	
ocm43388336 	The Swiss family Robinson; or, adventures of a father and mother and four sons in a desert island: the genuine progress of the story forming a clear illustration of the first principles of natural history, and many branches of science which most immediately apply to the business of life. To which are added, notes of reference, explanatory of the subjects treated of. With plates, and a map of the island. Fifth edition.	Wyss, Johann David	1824	['First-person']	['Dramatic dialogue']		
429311	The blossoms of morality; intended for the amusement and instruction of young ladies and gentlemen. By the editor of The looking-glass for the mind. With forty-seven cuts, designed and engraved by I. Bewick. The fifth edition.	Johnson, R.	1810	['Third-person']	['Letters']		['Each chapter is an independent narrative']
429368	Rural poems. Translated from the original German, of M. Gesner.	Gessner, Salomon	1796	['Dramatic dialogue']	['First-person', 'Second-person', 'Third-person']		['Author categorizes narrative form as prose-like poetry']
429890	Monimia.  A novel.  In two volumes.  Vol. I.		1791	['Epistolary']			
430658	The english merchant: or the fatal effects of speculation in the funds: a novel, by Thomas Bolas. In two volumes. Vol. I.	Bolas, Thomas	1795	['Epistolary']			
430719	The new novelist; or, entertaining chronicle. Containing the works of the most eminent authors, admired for their literary production.		1795		['First-person', 'Letters', 'Third-person']	['Poems']	
430720	The shepherdess of Aranville: a romance.  Translated from the French of M. Liomin.  And dedicated by permission to her Royal Highness the Duchess of York.	Liomin, Louis-Augustin	1794	['Third-person']			
430787	The labyrinths of life. A novel. By the author of Excessive sensibility, and Fatal follies. In four volumes. Vol. I.	Pigott, Harriet	1791	['Epistolary']		['Poems']	
431313	The horrors of Oakendale abbey. By the author of Elizabeth.	Carver	1797	['Third-person']	['First-person', 'Epistolary']		
432067	Canterbury tales for the year 1797. By Harriet Lee.	Lee, Harriet	1797	['Third-person']	['Letters', 'First-person']	['Poetry']	
432071	Camilla: or, a picture of youth. By the author of Evelina and Cecilia. In five volumes. Vol. I.	Burney, Frances	1796	['Third person']	['Letters']	['Poetry']	
432088	Hermsprong; or, man as he is not. A novel. In three volumes. By the author of Man as he is. Vol. I.	Bage, Robert	1796	['Third-person']	['Letters', 'Dramatic dialogue']	['Poems']	
432159	The foresters, an American tale: being a sequel to the history of John Bull the clothier.  In a series of letters to a friend.  Published according to act of Congress.  The second edition, revised and considerably enlarged.	Belknap, Jeremy	1796	['Epistolary']	['Dramatic dialogue']	['Poems']	
432528	Arthur Mervyn; or, Memoirs of the Year 1793. By the author of Wieland; and Ormond, or The Secret Witness. Copy-right secured.	Brown, Charles Brockden	1799	['First-person']			
432561	Desmond. A novel, in two volumes. By Charlotte Smith. Volume I.	Smith, Charlotte Turner	1792	['Epistolary']		['Verse']	
432908	Things as they are; or, the adventures of Caleb Williams. In three volumes. The second edition corrected. Vol. I.	Godwin, William	1796	['First-person']	['Third-person', 'Letters']		
432910	Memoirs of the year two thousand five hundred. Translated from the French, by W. Hooper, M.A.	Mercier, Louis-SeÌbastien	1795	['First-person']		['Poems']	
432911	The democrat; or intrigues and adventures of Jean le Noir, from his inlistment as a drummer in General Rochembeau's army, and arrival at Boston, to his being driven from England in 1795, after having borne a conspicous part in the French Revolution, and after a great variety of enterprizes, hazards, and escapes during his stay in England, where he was sent in quality of democratic missionary. In two volumes. Vol. I	Pye, Henry James	1795	['Third-person']	['First-person']	['Poems']	
435903	The history of the renowned Prince Arthur, and his knights of the Round Table. Vol. I	Malory, Thomas	1816	['Third-person']	['First-person']		
436163	The Irish emigrant. An historical tale founded on fact, by an Hibernian. Vol. I.		1817	['Third-person']	['First-person', 'Letters']	['Poems']	
437873	The spirit of "the book;" or, memoirs of Caroline, Princess of Hasburgh, a political and amatory romance. In one volume. Edited by Thomas Ashe, Esq. First American from the third London edition.	Ashe, Thomas	1812	['Epistolary']		['Poems']	
438976	Paul's letters to his kinsfolk. Second edition.	Scott, Walter	1816	['Epistolary']		['Poetry']	
59364	Abstract. A character from life. In two volumes. Vol. I.		1797	['Epistolary']			
105751	The wreath of friendship; or A return from India. A novel, in a series of letters. In three volumes. Vol. I.		1790	['Epistolary']	['First-person']		
