id	title	author	date	other works	nouns	adjectives	places	persons	verbs	material objects	adverbs
260687	The adventures of David Simple: containing an account of his travels through the cities of London and Westminster, in the search of a real friend. By a lady. In two volumes. Vol. I. The second edition, revised and corrected. With a preface by Henry Fielding Esq;	Fielding, Sarah	1744		['account', 'adventure', 'city', 'edition', 'friend', 'lady', 'preface', 'search', 'travel']	['real', 'second']	['', 'London', 'Westminster']	['', 'David Simple', 'Henry Fielding, Esq']			
260688	The adventures of David Simple: containing an account of his travels through the cities of London and Westminster, in the search of a real friend. By a lady. In two volumes. Vol. I. The second edition, revised and corrected. With a preface by Henry Fielding Esq;	Fielding, Sarah	1744		['account', 'adventure', 'city', 'edition', 'friend', 'lady', 'preface', 'search', 'travel']	['real', 'second']	['London', 'Westminster']	['David Simple', 'Henry Fielding, Esq.']			
260689	Alexis; or, the young adventurer. A novel.		1746		['adventurer', 'novel']	['young']		['Alexis']			
260690	Memoirs of the love and state-intrigues of the court of H-----; from the marriage of the princess of Z--------, to the tragical death of Count K-----k: a home-truth.		1743		['High-German', 'Memoir', 'court', 'death', 'home-truth', 'love', 'marriage', 'nobleman', 'princess', 'sister', 'state-intrigue']	['High-German', 'tragical', 'unfortunate']	['Z--------']	['Count K------k', 'Countess of K---------k', 'H-----']			
260691	The capacity and extent of the human understanding; exemplified in the extraordinary case of Automathes, a young nobelman, who was accidentally left in his infancy, upon a desolate island, and continued nineteen years in that solitary state, separate from all human society. A narrative abounding with many surprizing occurrences, both useful and entertaining to the reader. The second edition.	Kirkby, John	1746		['Baron', 'Baronet', 'County', 'Custos Rotulorum', 'Earl', 'Lord Lieutenant', 'Viscount Sonds', 'capacity', 'case', 'edition', 'extent', 'infancy', 'island', 'narrative', 'nobelman', 'occurrence', 'reader', 'society', 'state', 'understanding', 'year']	['desolate', 'entertaining', 'extraordinary', 'honourable', 'human', 'many', 'nineteen', 'right', 'solitary', 'surprizing', 'useful', 'young']	['Kent', 'Rockingham', 'Throwley']	['Automathes', 'Lewis']			['abounding']
260692	The adventures and amours of the Marquis de Noailles, and Mademoiselle Tencin. Translated from a French manuscript. In two volumes. Vol. I.		1746		['adventure', 'amour', 'manuscript']	['French']		['Mademoiselle Tencin', 'Marquis de Noailles']			
260693	Leonora: or, characters drawn from real life. Containing a great variety of incidents: Interspers'd with reflections moral and entertaining. In two volumes. The second edition.		1745		['character', 'edition', 'incident', 'life', 'reflection', 'variety']	['entertaining', 'great', 'moral', 'real', 'second']		['Leonora']			
260694	Select novels, translated from the French of Madame de Gomez. Viz. Effects of simpathy. Fair gardener. The vestal. Clodomark. Sequel to the vestal. Tartarian prince. Never before published.	Gomez	1745		['Sequel', 'effect', 'gardener', 'novel', 'prince', 'simpathy', 'vestal']	['Fair', 'French', 'Select', 'Tartarian']		['', 'Madame de Gomez']			
260695	The silph's resentment; or, the Numidian coquet: a satyrical novel. To which is added, revenge a-la-mode, an heroi-comic tale. [Price six-pence]		1742		['coquet', 'novel', 'resentment', 'revenge', 'silph', 'six-pence', 'tale']	['Numidian', 'a-la-mode', 'heroi-comic', 'satyrical']					
260696	The capacity and extent of the human understanding; exemplified in the extraordinary case of Automathes, a young nobelman, who was accidentally left in his infancy, upon a desolate island, and continued nineteen years in that solitary state, separate from all human society. A narrative abounding with many surprizing occurrences, both useful and entertaining to the reader.	Kirkby, John	1745		['capacity', 'extent', 'infancy', 'island', 'narrative', 'nobelman', 'occurrence', 'reader', 'society', 'state', 'understanding', 'year']	['desolate', 'entertaining', 'extraordinary', 'human', 'many', 'nineteen', 'solitary', 'surprizing', 'useful', 'young']		['', 'Automathes']			
260697	The life, adventures, and many and great vicissitudes of fortune of Simon, Lord Lovat, the head of the family of Frasers. From his birth at Beaufort, near Inverness, in the highlands of Scotland, in 1668, to the time of his being taken by Capt. Millar, after three days search, in a hollow tree, on the coasts of Knoidart and Arisaig. By the Rev. Archibald Arbuthnot, one of the society for propagating the Christian knowledge, and minister of Kiltarlaty, in the Presbytyry of Inverness.	Arbuthnot, Archibald	1746		['Presbytyry', 'adventure', 'birth', 'coast', 'day', 'family', 'fortune', 'head', 'highlands', 'knowledge', 'life', 'minister', 'preface', 'search', 'society', 'tree', 'vicissitude']	['Christian', 'great', 'hollow', 'many']	['Arisaig', 'Beaufort', 'Inverness', 'Kiltarlaty', 'Knoidart', 'Scotland']	['Capt. Millar', 'Frasers', 'Rev. Archibald Arbuthnot', 'Simon, Lord Lovat']			
260698	The lady's drawing room. Being a faithfull picture of the great world. In which the various humours of both sexes are display'd. Drawn from the life: and interspers'd with entertaining and affecting novels.		1744		['drawing', 'humour', 'life', 'novel', 'picture', 'room', 'sex', 'world']	['affecting', 'both', 'entertaining', 'faithfull', 'great', 'lady', 'various']					
260699	Familiar letters between the principal characters in David Simple, and some others. To which is added, a vision. By the author of David Simple. In two volumes. Vol. I.	Fielding, Sarah	1747		['Vol. I.', 'author', 'character', 'letter', 'other', 'vision']	['familiar', 'principal', 'some']		['', 'David Simple', 'and']			
260700	Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life and particularly shewing, the distresses that may attend the misconduct both of parents and children, in relation to marriage. Published by the editor of Pamela. Vol. I.	Richardson, Samuel	1748		['children', 'concern', 'distress', 'editor', 'history', 'lady', 'life', 'marriage', 'misconduct', 'parent']	['important', 'private', 'young']		['Clarissa', 'Pamela']			
260701	Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life and particularly shewing, the distresses that may attend the misconduct both of parents and children, in relation to marriage. Published by the editor of Pamela. Vol. I.	Richardson, Samuel	1748		['children', 'concerns', 'distresses', 'editor', 'history', 'lady', 'life', 'marriage', 'misconduct', 'parents']	['important', 'private', 'young']		['Clarissa', 'Pamela']			
260702	Secret histories, novels, and poems. Written by Mrs. Eliza Haywood. Vol. IV. Containing, I. The rash resolve: or, the untimely discovery. A novel. II. The masqueraders: or, fatal curiosity; being the secret history of a late amour. III. Lasselia: or, the self-abandon'd. A novel. IV. The force of nature: or, the lucky disappointment. A novel. The fourth edition.	Haywood, Eliza Fowler	1746		['amour', 'curiosity', 'disappointment', 'discovery', 'edition', 'force', 'history', 'masquerader', 'nature', 'novel', 'part', 'poem', 'resolve', "self-abandon'd"]	['Secret', 'fatal', 'fourth', 'late', 'lucky', 'rash', 'secret', 'two', 'untimely']		['', 'Lasselia', 'Mrs. Eliza Haywood']			
260703	Life's progress through the passions: or, the adventures of Natura.  by the author of the fortunate foundlings.	Haywood, Eliza Fowler	1748		['adventure', 'author', 'content', 'fortunate', 'foundling', 'introduction', 'life', 'passion', 'progress']			['Natura']			
260704	Life's progress through the passions: or, the adventures of Natura.  by the author of the fortunate foundlings.	Haywood, Eliza Fowler	1748		['adventure', 'author', 'content', 'fortunate', 'foundling', 'introduction', 'life', 'passion', 'progress']			['Natura']			
260705	The unfortunate concubines. The history of fair Rosamond, mistress to Henry II. And Jane Shore, concubine to Edward IV, King of England. Shewing how they came to be so. With their lives, remarkable actions, and unhappy ends. Extracted from eminent records, and the whole illustrated with cuts suitable to each subject. ( Price bound one shilling)		1748		['Price', 'action', 'concubine', 'cut', 'end', 'history', 'life', 'mistress', 'record', 'shilling)', 'subject', 'whole']	['bound', 'eminent', 'fair', 'one', 'remarkable', 'unfortunate', 'unhappy']		['', 'Edward IV, King of England', 'Henry II', 'Jane Shore', 'Rosamond']			['']
260706	The history of Tom Jones, a foundling. In six volumes. By Henry Fielding, Esq;	Fielding, Henry	1749		['Esq', 'Foundling', 'History', 'Volume']			['Henry Fielding, Esq;', 'Tom Jones']			
260707	The history of Tom Jones, a foundling. Vol. VI. By Henry Fielding, Esq.	Fielding, Henry	1749		['Lord', 'commissioner', 'content', 'foundling', 'history', 'treasury']	['honourable']		['George Lyttleton, Esq;', 'Henry Fielding, Esq.', 'Tom Jones']			
260708	The history of Tom Jones, a foundling. Vol. VI. By Henry Fielding, Esq.	Fielding, Henry	1749		['Lord', 'commissioner', 'content', 'foundling', 'history', 'treasury']	['honourable']		['George Lyttleton, Esq;', 'Henry Fielding, Esq', 'Tom Jones']			
260709	The governess; or, little female academy. Being the history of Mrs. Teachum, and her nine girls. With their nine days amusement. Calculated for the entertainment and instruction of young ladies in their education. By the author of David Simple.	Fielding, Sarah	1749		['academy', 'amusement', 'author', 'day', 'education', 'entertainment', 'girl', 'governess', 'history', 'instruction', 'lady']	['female', 'little', 'nine', 'young']		['', 'David Simple', 'Mrs. Teachum']			
260710	Dalinda: or, the double mariage. Being the genuine history of a very recent and interesting adventure. Addressed to all the young and gay of both sexes.		1749		['academy', 'amusement', 'author', 'day', 'education', 'entertainment', 'girl', 'governess', 'history', 'instruction', 'lady']	['female', 'little', 'nine', 'young']		['David Simple', 'Mrs. Teachum']			
260711	The history of the human heart: or, the adventures of a young gentleman.		1749		['adventure', 'gentleman', 'heart', 'history']	['human', 'young']					
260712	The adventures of David Simple: containing an account of his travels through the cities of London and Westminster, in the search of a real friend. By a lady. In two volumes. Vol. I.	Fielding, Sarah	1744		['account', 'adventure', 'city', 'friend', 'lady', 'search', 'travel', 'volume']	['real', 'two']	['', 'London', 'Westminster']	['', 'David Simple']			
260713	The adventures of David Simple: containing an account of his travels through the cities of London and Westminster, in the search of a real friend. By a lady. In two volumes. Vol. I.	Fielding, Sarah	1744		['account', 'adventure', 'city', 'friend', 'lady', 'search', 'travel']	['real']	['', 'London', 'Westminster']	['', 'David Simple']			
260715	Miscellanies by Henry Fielding Esq; in three volumes.	Fielding, Henry	1743		['copy', 'journey', 'life', 'miscellany', 'note', 'publisher', 'testament', 'will', 'world']	['authentic', 'explanatory', 'great', 'last']	['', 'Dublin']	['', 'Henry Fielding, Esq.', 'Mr. Jonathan Wild', "Reverend Dr. Swift Dean of St. Patrick's"]			
260717	The history of Charlotte Summers, the fortunate parish girl. In two volumes. Vol. I.		1749		['girl', 'history', 'parish', 'volume']	['fortunate', 'two']		['Charlotte Summers']			
260719	The history of a fair Greek, who was taken out of a seraglio at Constantinople, and brought to Paris by a late ambassador at the Ottoman Port: interspersed with the surprising adventures of several other slaves. By Abbot Provost. Almoner to his serene highness the Prince of Conti. Vol. I.	PreÃÅvost, abbeÃÅ	1741		['Almoner', 'Greek', 'Preface', 'adventure', 'ambassador', 'history', 'seraglio', 'slave']	['fair', 'highness', 'late', 'other', 'serene', 'several', 'surprising']	['', 'Constantinople', 'Ottoman Port', 'Paris']	['', 'Abbot Provost', 'Prince of Conti']			
260720	The history of the adventures of Joseph Andrews, and his friend Mr. Abraham Adams. Written in imitation of the manner of Cervantes, author of Don Quixote. By Henry Fielding, Esquire. The third edition, illustrated with cuts. In two volumes. Vol. II.	Fielding, Henry	1743		['adventure', 'author', 'cut', 'edition', 'friend', 'history', 'imitation', 'manner', 'volume']	['illustrated', 'third', 'two']		['', 'Cervantes', 'Don Quixote', 'Henry Fielding, Esquire', 'Joseph Andrews', 'Mr. Abraham Adams']			['']
260721		Fielding, Henry	1742		['adventure', 'author', 'friend', 'history', 'imitation', 'manner']			['', 'Cervantes', 'Don Quixote', 'Joseph Andrews', 'Mr. Abraham Adams']			
260722			1740		['Life', 'action', 'adventures', 'bravery', 'campaigns', 'courage', 'dragoon', 'foot soldier', 'mouth', 'pensioner', 'proofs', 'scenes']	['personal', 'unparallelled']	['Chelsea Hospital']	['Duke of Marlborough', 'King William', 'Mother Ross', 'Mrs. Christian Davies']			
260723	Melmoth House: a novel. In three volumes, by Mrs. J. Jenner. Vol. I.	Jenner, J.	1816		['Introduction', 'novel']			['Melmoth House', 'Mrs. J. Jenner.']			
260724	The Polite Correspondence: Or, Rational Amusement; Being a Series of Letters, Philosophical, Poetrical, Historical, Critical, Amorous, Moral, and Satyrical. Wherein are introduc'd a great Variety of instructive and delightful incidents, both in  Profe and Verfe.	Campbell, John	1740		['Dutchess', 'Grace', 'Patron', 'amusement', 'correspondence', 'incidents', 'letters', 'prose', 'series', 'verse']	['Rational', 'amorous', 'critical', 'delightful', 'historical', 'instructive', 'moral', 'philosophical', 'poetical', 'polite', 'satyrical', 'variety']	['Buckinghamshire']	['Dutchess of Buckinghamshire']			
260726	The Messiah: Attempted from the German of Mr. Klopstock. By Joseph Collyer. In Fifteen Books. Two Vols. Vol. I.	Klopstock, Friedrich Gottlieb	1811		['Books', 'German', 'Two', 'Volumes']			['Joseph Collyer', 'Messiah', 'Mr. Klopstock']	['Attempted']		
260727	The messiah: From the German of Klopstock. The first sixteen books by Mrs. Collver, and the three last by Mrs. Meeke. To which is prefixed, an introduction on divine poetry. In two volumes. Vol. II.	Klopstock, Friedrich Gottlieb	1811		['argument', 'book', 'introduction', 'messiah', 'notes', 'poetry', 'volume']	['German', 'divine', 'explanatory', 'first', 'last', 'sixteen', 'three', 'two']		['Klopstock', 'Mrs. Collver', 'Mrs. Meeke']			
260729	The adventures of Ferdinand Count Fathom. By Dr. Smollett, author of Roderick Random; Peregrine Pickle, &c. &c. In two volumes. Vol. I.	Smollett, Tobias George	1817	['Peregrine Pickle', 'Roderick Random']	['adventures', 'author', 'volumes']			['Dr. Smollett', 'Ferdinand Count Fathom']			
260732	The Brownie of Bodsbeck; and other tales. By James Hogg, author of ""The Queen's Wake,"" &c. &c. In Two Volumes. Vol. I.	Hogg, James	1818		['brownie', 'tales']		['Bodsbeck']	['James Hogg']			
260734	The captivity and deliverance of Mr. John Williams, pastor of the church in Deerfield, and Mrs. Mary Rowlandson, of Lancaster, who were taken, together with their families and neighbors, by the French and Indians, and carried into Canada. Written by themselves.	Williams, John	1811		['French', 'Indian', 'captivity', 'church', 'dedication', 'deliverance', 'editor', 'family', 'neighbor', 'pastor', 'preface']		['Canada', 'Deerfield', 'Lancaster']	['Joseph Dudley, Esq.', 'Mr. John Williams', 'Mrs. Mary Rowlandson']			
260735	Self-control: a novel. Volume I.	Brunton, Mary	1811		['Self-control']						
260736	The alderman and the peer; or, the ancient castle & modern villa. In three volumes. By Miss Byron, author of The Englishwoman, Hours of affluence and Days of indigence, &c. Vol. I.	Byron, Medora Gordon	1810		['Englishwoman', 'affluence', 'alderman', 'author', 'castle', 'days', 'hour', 'indigence', 'peer', 'villa']	['ancient', 'modern']		['Miss Byron']			
260737	The Englishman in Paris; a satirical novel. With sketches of the most remarkable characters that have recently visited that celebrated capital. In three volumes. Vol. I.		1819		['Englishman', 'capital', 'character', 'novel', 'sketch']	['remarkable', 'satirical']	['Paris']				
260740	Discipline: a novel.  By the author of ""Self-control."" Volume I.	Brunton, Mary	1814		['author', 'discipline', 'novel', 'self-control']						
260741	The works of Hannah More, including several pieces never before published. Vol. I.	More, Hannah	1818		['Bible', 'Christian', 'character', 'conduct', 'drama', 'education', 'fortune', 'heart', 'hint', 'importance', 'influence', 'life', 'manner', 'moral', 'people', 'person', 'piece', 'piety', 'princess', 'principle', 'rank', 'religion', 'society', 'story', 'stricture', 'subject', 'system', 'tale', 'thought', 'view', 'women', 'work']	['common', 'female', 'general', 'great', 'middle', 'modern', 'practical', 'sacred', 'several', 'young']		['Hannah More']			
260742		Grant, Anne MacVicar	1813		['correspondence', 'lady', 'letters', 'mountains', 'years']	['real']					
260743	A world without souls, and the velvet cushion by J.W. Cunningham, A.M. Vicar of Harrow	Cunningham, J. W	1815		['Vicar', 'cushion', 'souls', 'world']	['velvet']	['Harrow']	['J.W. Cunningham']			
260745	An interesting account of the voyages and travels of Captains Lewis and Clarke, in the years 1804-5, & 6.  Giving a faithful description of the river Missouri and its source--of the various tribes of Indians through which they passed--manners and customs--soil--climate--commerce--gold and silver mines--animal and vegetable productions: interspersed with very entertaining anecdotes, and a variety of other useful and pleasing information, remarkably calculated to delight and instruct the readers. To which is added a complete dictionary of the Indian tongue.  By William Fisher, Esq.		1813		['Congress', 'House', 'Indians', 'President', 'Representatives', 'Senate', 'account', 'anecdote', 'animal', 'captain', 'climate', 'commerce', 'custom', 'description', 'dictionary', 'estimate', 'gold', 'information', 'introduction', 'manner', 'message', 'mine', 'nature', 'produce', 'production', 'readers', 'recommendation', 'river', 'silver', 'soil', 'source', 'testimony', 'tongue', 'travels', 'tribe', 'undertaking', 'value', 'vegetable', 'voyage', 'year']	['Indian', 'ample', 'arduous', 'complete', 'entertaining', 'faithful', 'following', 'interesting', 'novel', 'pleasing', 'several', 'useful', 'various']	['Missouri', 'United States']	['Clarke', 'Lewis', 'William Fisher, Esq.']			
260747	Alicia de Lacy; an historical romance. By the author of ""The loyalists, "" &c. In four volumes.  Vol. I.	West	1814		['author', 'loyalists', 'romance']	['historical']		['Alicia de Lacy']			
260751	Maria; or, the Hollanders: by Louis Buonaparte.  In three volumes.  Vol. I.	Louis Bonaparte	1815		['Hollander']			['Louis Buonaparte', 'Maria']			
260752	Amatonda. A Tale, From the German of Anton Wall.	Wall, Anton	1811		['German', 'tale']			['Amatonda', 'Anton Wall']			
260755	The coquette; or, the history of Eliza Wharton. A novel: founded on fact. By a lady of Massachusetts. Third edition. Published according to Act of Congress.	Foster, Hannah Webster	1811		['coquette', 'fact', 'history', 'lady', 'novel']		['Massachusetts']	['Eliza Wharton']			
260757	Elfrida, heiress of Belgrove. A novel, in four volumes.  By Emma Parker. Vol. I.	Parker, Emma	1811		['heiress', 'novel']		['Belgrove']	['Elfrida', 'Emma Parker']			
260758		Rose, Edward H	1811		['bellows-mender', 'day', 'preface', 'romance', 'sea-devil', 'seaman', 'son']	['present', 'tragi-comic']		['Edward Rose']			
260759	The messiah: From the German of Klopstock. The first sixteen books by Mrs. Collver, and the three last by Mrs. Meeke. To which is prefixed, an introduction on divine poetry. In two volumes. Vol. I.	Klopstock, Friedrich Gottlieb	1811		['argument', 'book', 'introduction', 'messiah', 'notes', 'poetry', 'volume']	['German', 'divine', 'explanatory', 'first', 'last', 'sixteen', 'three', 'two']		['Klopstock', 'Mrs. Collver', 'Mrs. Meeke']			
260760	Think's-I-to-myself. A serio-ludicro, tragico-comico tale, written by Think's-I-to-myself who?  In two volumes.  Vol. I.	Nares, Edward	1811		['addition', 'tale']	['serio-ludicro', 'tragico-comico']		["Think's-I-to-myself"]			
260761	Think's-I-to-myself. A serio-ludicro, tragico-comico tale, written by Think's-I-to-myself who?  In two volumes.  Vol. I.	Nares, Edward	1811		['addition', 'tale']	['serio-ludicro', 'tragico-comico']		["Think's-I-to-myself"]			
260762	The refusal. By the author of the ""Tale of the times,"" ""Infidel father,"" &c. Vol. I.	West	1810		['author', 'father', 'refusal', 'tale', 'time']	['infidel']					
260763	A tale of a tub, written for the universal improvement of mankind. To which is added, an account of a battle between the ancient and modern books in st. James's Library. With the author's apology, and explanatory notes, by W. Wotton, B.D. and others.	Swift, Jonathan	1811		['Advertisement', 'Apology', 'Author', 'Battle', 'Books', 'Bookseller', 'Dedicatory', 'Discourse', 'Epistle', 'Fragment', 'Friday', 'Letter', 'Preface', 'Reader', 'Spirit', 'account', 'author', 'battle', 'books', 'commonwealth', 'digression', 'friend', 'improvement', 'madness', 'mankind', 'notes', 'operation', 'original', 'others', 'tale', 'tub', 'use']	['Ancient', 'Full', 'Modern', 'ancient', 'explanatory', 'honourable', 'mechanical', 'modern', 'right', 'true', 'universal']	["St. James's Library"]	['John Lord Sommers', 'Royal Highness Prince Posterity', 'W. Wotton, B.D.']			
260765			1810		['account', 'death', 'epitaph', 'farm', 'hymn', 'industry', 'life', 'reader', 'riches', 'she', 'stone', 'tomb']	['good', 'great', 'sudden']		['Dame Partlet']	['obtained']		
260767		Barrett, Eaton Stannard	1811		['anecdotes', 'characters', 'cure', 'gaming', 'life', 'metropolis']	['high', 'living']		['Cervantes Hogg']			
260768		Cottin	1810		['French', 'crusade', 'introduction', 'romance']	['historical']		['J. Michaud', 'Madame Cottin', 'Malek Adhel', 'Matilda', 'Saracen']			
260770		Hunter, Rachel	1810		['Letters', 'daughter', 'morality', 'narratives']	['entertaining']		['Mrs. Hunter', 'Mrs. Palmerstone']			
260771		Cottin	1810		['Highness', 'Preface']	['Royal']		['Princess Charlotte of Wales']			
260772	The lake of Killarney: a novel, in two volumes. By Anna Maria Porter, author of Octavia, Walsh Colville, &c. &c.	Porter, Anna Maria	1810	['Octavia', 'Walsh Colville']	['lake', 'novel', 'volumes']		['Killarney']	['Anna Maria Porter']			
260774	The old manor house, a novel, by Charlotte Smith.  a new edition, in two volumes. Vol. I.	Smith, Charlotte Turner	1810		['edition', 'house', 'manor', 'novel']	['new', 'old']		['Charlotte Smith']			
260775	Forest of Montalbano: a novel.  In four volumes.  By the author of ""Santo Sebastiano,"" and ""The Romance of the Pyrenees.""   Vol. I.	Cuthbertson, Catherine	1810		['Forest', 'Romance', 'author', 'novel']		['Montalbano', 'Pyrenees']	['Santo Sebastiano']			
260776	Anne of Brittanny: an historical romance.  In three volumes. Vol. I.		1810		['preface', 'romance']	['historical']	['Brittanny']	['Anne of Brittanny']			
260777	Julia de Vienne. A novel. In four volumes. Imitated from the French, by a lady. Vol. I.	A Lady	1811		['highness', 'lady', 'novel']	['French', 'royal']		['Julia de Vienne', 'Prince of Wales']			
260779	Bath and London; or, scenes in each. A novel. In four volumes. Vol. I.		1811		['novel', 'scene']			['Bath', 'London']			
260780	The officer's daughter; or, A visit to Ireland in 1790. By the daughter of a captain in the Navy, deceased.  In four volumes. Vol. I.	Walsh	1810		['Navy', 'captain', 'daughter', 'officer', 'visit']		['Ireland']				
260781	The avenger; or, the Sicilian vespers: a romance of the thirteenth century, not inapplicable to the nineteenth.  In three volumes.  Vol. I.		1810		['avenger', 'century', 'romance', 'vesper']	['Sicilian']					
260783	Mansfield park: a novel.  in three volumes.  By the author of ""Pride and prejudice."" Vol. I. Second edition.	Austen, Jane	1816		['author', 'novel', 'prejudice', 'pride']			['Mansfield park']			
260784		Austen, Jane	1814	['Pride and prejudice', 'Sense and sensibility']	['novel', 'volumes']		['Mansfield Park']				
260786	Frankenstein; or, The modern Prometheus. In three volumes. Vol. I.	Shelley, Mary Wollstonecraft	1818		['Preface', 'author', 'justice']	['Political', 'modern']		['Caleb Williams', 'Frankenstein', 'Prometheus', 'William Godwin']			
260788	Tales from Shakespeare, designed for the use of young persons. By Charles Lamb. In two volumes. Vol. I.	Lamb, Charles	1813		['content', 'persons', 'tale']	['young']		['Charles Lamb', 'Shakespeare']			
260789		T. B	1819		['death', 'life', 'pranks', 'stealing', 'venison']	['pleasant']	['Edmonton']	['George', 'Merry Deuill', 'Sir John', 'Smug the Smith', 'T.B.']			
260790	Shakespeare's jest book.		1814		['Advertisement', 'Supplement', 'answere', 'book', 'jest', 'question', 'reader', 'tale']	['Merry', 'pleasant', 'quick', 'quicke', 'very', 'wittie']		["Shakespeare's"]			
260792		Harington, John	1814	['Anatomy and Apology', 'Ulysses upon Ajax.']	['metamorphosis', 'satire']	['cloacinean']		['Ajax']			
260795	Tales of my landlord, third series, collected and arranged by Jedediah Cleishbotham, schoolmaster and parish-clerk of Gandercleugh. In four volumes. Vol. I.	Scott, Walter	1819		['bride', 'landlord', 'legend', 'parish-clerk', 'schoolmaster', 'series', 'tale']		['Lammermoor', 'Montrose']	['Gandercleugh', 'Jedediah Cleishbotham']			
260796	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume I.	Fielding, Henry	1813		['Contents', 'Edition', 'Volume', 'Volumes', 'Works', 'essay', 'genius', 'life']	['New', 'honourable', 'right']		['Arthur Murphy', 'Henry Fielding', 'Lady Mary Wortley Montague']			
260798			1811		['Barons', 'adventures', 'armies', 'combats', 'continuation', 'expeditions', 'exploits', 'travels', 'turtle-feast', 'yacht']	['Eastern', 'renowned', 'surprising', 'various', 'wonderful']	['Cintra', 'Dardanelles', 'Talavera', 'Walcheren']	['Flushing', 'Munchausen']	['attack']		
260799	The Scottish chiefs, a romance. In five volumes. By Miss Jane Porter, author of Thaddeus of Warsaw, and remarks on Sidney's aphorisms. Second edition. Vol. I.	Porter, Jane	1811		['Errata', 'Note', 'Postscript', 'aphorism', 'author', 'chapter', 'chief', 'content', 'edition.', 'edition1', 'preface', 'remark', 'romance']	['Scottish']	['Warsaw']	['Miss Jane Porter', 'Sidney', 'Thaddeus']			
260800	The spirit of ""the book;"" or, memoirs of Caroline Princess of Hasborough, a political and amatory romance. In three volumes. Vol. I. Edited by Thomas Ashe, Esq.		1811		['Princess', 'book', 'memoir', 'romance', 'spirit']	['amatory', 'political']	['Hasborough']	['Caroline', 'Thomas Ashe, Esq']			
260801	Christmas tales, for the amusement & instruction of young ladies and gentlemen in winter evenings. With cuts by Bewick.		1811		['Christmas', 'amusement', 'cuts', 'evenings', 'gentlemen', 'instruction', 'ladies', 'price', 'shilling', 'tales', 'winter']	['young']		['Bewick']			
260804	Tales of my landlord, collected and arranged by Jedediah Cleishbotham, schoolmaster and parish-clerk of Gandercleugh. In four volumes. Vol. I.	Scott, Walter	1816		['landlord', 'parish-clerk', 'schoolmaster', 'volumes']	['arranged', 'collected']	['Gandercleugh']	['Jedediah Cleishbotham']			
260807	The heroine, or adventures of Cherubina, by Eaton Stannard Barrett, Esq.  Third edition.  In three volumes.  Vol. I.	Barrett, Eaton Stannard	1815		['adventure', 'heroine', 'reader']	['honorable', 'right']		['Cherubina', 'Eaton Stannard Barrett, Esq.', 'George Canning, &c. &c. &c.']			
260811		Brackenridge, H. H	1819		['adventures', 'captain', 'chivalry', 'servant']	['modern']		['H. H. Brackenridge', "Teague O'Regan"]			
260812	A narrative of the travels of John Vandeluer, on the Western continent. Containing an account of the conversion of an Indian chief and his family to Christianity. Being a letter written by him to his uncle in Philadelphia, in the year 1796.	Vandelure, John	1817		['Christianity', 'account', 'chief', 'continent', 'conversion', 'family', 'narrative', 'travel', 'uncle', 'year']	['Indian', 'Western']	['Philadelphia']	['John Vandeluer']		['letter']	
260813	The history of Tom Jones, a foundling. Vol. IV. By Henry Fielding, Esq.	Fielding, Henry	1749		['foundling', 'history']			['Henry Fielding, Esq.', 'Tom Jones']			
260815	Armata: a fragment. Sixth edition.	Erskine, Thomas Erskine	1818		['appendix', 'edition', 'fragment', 'introduction']	['sixth']	['Armata']				
260816	The second part of Armataa.  Fourth edition.	Erskine, Thomas Erskine	1818		['Armata', 'preface']						
260817	The vicar of Wakefield, a tale.	Goldsmith, Oliver	1810		['advertisement', 'tale', 'vicar']		['Wakefield']				
260818	The adultress; or, anecdotes of two noble families. A tale. In four volumes. By an english-woman. Vol. I.		1810		['Adulteress', 'Anecdotes', 'English-Woman', 'Family', 'Tale', 'Volume', 'Woman']	['English', 'Four', 'Noble', 'Two']					
260819	Temper, or Domestic Scenes: A Tale, In Three Volumes, By Mrs. Opie. Vol. I.	Opie, Amelia Alderson	1812		['Scenes', 'Tale', 'Temper', 'Volumes']	['Domestic']		['Mrs. Opie']			
260820		Ashe, Thomas	1812		['Memoirs', 'critic', 'estimate', 'manners', 'present', 'principles', 'times']	['correct', 'liberal']		['Henry Percy', 'Thomas Ashe, Esq.']			
260822	The life and advenutres of Peter Wilkins, a Cornish man: taken from his own mouth, in his passage to England, from off Cape Horn in America, in the ship Hector.  By R.S., a passenger in the Hector.  In two volumes.  Vol. I.  A new edition, embellished with engravings.	Paltock, Robert	1816		['Countess', 'adventure', 'edition', 'engraving', 'honourable', 'introduction', 'life', 'man', 'mouth', 'passage', 'passenger', 'ship']	['Cornish', 'honourable', 'new', 'right']	['America', 'Cape Horn', 'England', 'Northumberland']	['Elizabeth, Countess of Northumberland', 'Hector', 'Peter Wilkins', 'R.S']			
